,student.id,year,score,solve_num
55,I102900,2020,7.865813305468478,236.0
56,I102900,2021,11.802751687671734,730.0
57,I102901,2020,8.960913771863591,345.0
58,I102901,2021,11.293580680813655,679.0
59,I102985,2021,6.271071369432025,173.0
60,I102993,2021,4.753968253968254,75.0
61,I102995,2020,4.833333333333333,25.0
62,I102995,2021,3.0,58.0
63,I103013,2020,13.319852941176471,74.0
64,I103013,2021,6.938916786226686,311.0
65,I103014,2020,9.441403336704774,204.0
66,I103014,2021,8.334778121775026,196.0
67,I103015,2020,4.8466915191053115,227.0
68,I103015,2021,7.068378312523434,519.0
69,I103019,2020,3.7083333333333335,24.0
70,I103022,2020,8.574504442925496,115.0
71,I103022,2021,6.98758865248227,100.0
72,I103023,2020,7.549874686716793,126.0
73,I103023,2021,6.349450549450549,230.0
74,I103064,2020,5.352737132036495,575.0
75,I103065,2020,1.175,45.0
76,I103224,2020,5.0,24.0
77,I103225,2020,5.0,24.0
78,I103226,2020,5.0,24.0
79,I103328,2020,11.423548065044809,644.0
80,I103328,2021,9.269152707233435,1038.0
81,I103330,2020,13.9729444025843,742.0
82,I103330,2021,14.967032967032967,332.0
83,I103379,2020,8.28131868131868,150.0
84,I103379,2021,11.26266769865841,384.0
85,I103631,2020,10.740959597844887,969.0
86,I103631,2021,9.642068522088248,3169.0
87,I103738,2021,10.546139557132742,538.0
88,I103746,2020,5.968253968253968,43.0
89,I103746,2021,6.409587791663263,217.0
90,I103780,2021,12.790709290709291,62.0
91,I103874,2020,3.4761904761904763,25.0
92,I103874,2021,2.7366310160427805,40.0
93,I104139,2021,12.525,130.0
94,I104209,2020,7.386956596795784,700.0
95,I104246,2020,5.18655462184874,69.0
96,I104256,2020,6.075803795202291,100.0
97,I104256,2021,5.452906336088154,530.0
98,I104256,2022,13.940412512002938,524.0
99,I104257,2020,6.878354978354978,60.0
100,I104257,2021,2.590909090909091,23.0
101,I104257,2022,3.6314285714285717,44.0
102,I104289,2020,5.848764889052607,632.0
103,I104289,2021,13.83448275862069,71.0
104,I104293,2020,11.82920571560336,490.0
105,I104293,2021,10.831466264402188,1171.0
106,I104330,2020,12.533530283530283,203.0
107,I104330,2021,11.822465262974525,258.0
108,I104367,2020,6.6108247308247305,134.0
109,I104699,2020,6.803030303030303,41.0
110,I1047,2020,7.733333333333334,68.0
111,I1047,2021,7.695907990314771,212.0
112,I104710,2020,5.907429718875502,196.0
113,I104710,2021,2.6842105263157894,25.0
114,I104715,2020,10.327106227106228,369.0
115,I104715,2021,10.67833475398808,1920.0
116,I104715,2022,12.042367601246106,1079.0
117,I1048,2020,7.529021558872305,131.0
118,I1048,2021,6.8,99.0
119,I104850,2020,4.621407451212301,217.0
120,I104850,2021,3.9414098972922504,76.0
121,I104851,2020,11.614218892049621,135.0
122,I104855,2020,6.642553191489362,151.0
123,I105020,2020,8.846153846153847,25.0
124,I105077,2020,3.345511776359234,761.0
125,I105114,2021,4.380604579835209,672.0
126,I10535,2020,11.526929257220905,406.0
127,I10535,2021,12.666752162210878,990.0
128,I10536,2020,3.2391304347826084,25.0
129,I105400,2020,1.2849872773536894,134.0
130,I105499,2020,10.946581664580727,242.0
131,I105499,2021,3.9020034539062016,238.0
132,I105499,2022,1.3560975609756096,70.0
133,I10550,2020,4.4280193236714975,52.0
134,I10550,2021,7.683760454079269,541.0
135,I105533,2020,12.49914467253177,171.0
136,I105533,2021,6.858176951853767,463.0
137,I105535,2020,7.195832039777459,520.0
138,I105535,2021,9.594858190913124,1828.0
139,I10557,2020,2.6451612903225805,75.0
140,I10557,2021,7.229481921805825,577.0
141,I105584,2020,11.406015037593985,49.0
142,I105585,2020,11.631578947368421,49.0
143,I105640,2020,7.298710073710073,231.0
144,I105640,2021,6.0826889662426415,254.0
145,I105703,2020,5.316666666666666,50.0
146,I105703,2021,6.840277777777778,50.0
147,I105704,2020,4.683333333333334,50.0
148,I105704,2021,4.557725529236085,156.0
149,I105818,2020,8.637813621348586,521.0
150,I105818,2021,6.773266794386568,1789.0
151,I105819,2020,6.701001444290824,614.0
152,I105819,2021,8.445206843929817,1889.0
153,I105819,2022,4.742602346335621,664.0
154,I105824,2020,5.5732255166217435,94.0
155,I105824,2021,4.9293640191173695,1090.0
156,I105824,2022,6.386946023105649,429.0
157,I106062,2021,4.705084372537203,405.0
158,I106451,2020,13.797619047619047,60.0
159,I106500,2020,9.58719900960116,1076.0
160,I106500,2021,6.937224157955865,90.0
161,I106550,2021,9.919813378797045,478.0
162,I106779,2020,7.792982456140351,47.0
163,I106779,2021,9.0,12.0
164,I106798,2020,13.745359367488454,762.0
165,I106806,2020,8.679487179487179,56.0
166,I106807,2020,12.89199606570806,667.0
167,I106807,2021,13.984422776496043,559.0
168,I106814,2000,3.0,1.0
169,I106814,2020,7.164311067568219,264.0
170,I106814,2021,7.751224957721162,1259.0
171,I106814,2022,6.623725417504412,852.0
172,I106868,2021,7.096969696969697,71.0
173,I106873,2021,3.1815209720251736,993.0
174,I106965,2020,6.043988124690747,199.0
175,I106965,2021,4.3,65.0
176,I106978,2020,11.492424242424242,130.0
177,I106978,2021,2.720448179271709,110.0
178,I107057,2020,3.85018315018315,100.0
179,I107057,2021,5.817982456140351,42.0
180,I107334,2020,10.508069062720224,411.0
181,I107369,2020,11.397058823529411,50.0
182,I107369,2021,11.036444817061865,948.0
183,I107369,2022,9.876943941062905,232.0
184,I107429,2020,8.103174603174603,75.0
185,I107454,2020,5.879901960784314,41.0
186,I107454,2021,13.09969512195122,309.0
187,I107507,2020,1.4619047619047618,52.0
188,I107550,2021,4.817799847211612,101.0
189,I107591,2021,5.278846153846153,24.0
190,I107630,2020,7.746794871794872,35.0
191,I107796,2020,8.23512416723969,372.0
192,I107796,2021,5.39869038373305,318.0
193,I107839,2022,7.989090909090909,101.0
194,I107980,2021,0.0,68.0
195,I108021,2020,7.791711711900415,604.0
196,I108021,2021,9.303770163274727,954.0
197,I108022,2020,8.076728374250365,355.0
198,I108022,2021,7.718422954286494,1149.0
199,I108063,2020,12.309479680292597,801.0
200,I108063,2021,9.385714285714286,50.0
201,I108123,2020,8.708133971291865,100.0
202,I108123,2021,10.625279146141215,372.0
203,I108143,2020,1.3333333333333333,10.0
204,I108388,2020,10.083780175647645,314.0
205,I108439,2020,10.96555089647195,56.0
206,I108485,2021,9.038019459208133,2000.0
207,I108485,2022,8.831619540854527,2313.0
208,I108510,2020,7.2057109557109555,96.0
209,I108510,2021,3.8669871794871797,117.0
210,I108514,2020,11.819770494274696,839.0
211,I108674,2020,14.470253456221199,210.0
212,I108674,2021,10.125373134328358,115.0
213,I108683,2020,9.673076923076923,30.0
214,I108759,2000,3.0,1.0
215,I108759,2020,11.38286907129822,2088.0
216,I108759,2021,11.03787613624129,8780.0
217,I108759,2022,10.97627552333719,5175.0
218,I108781,2020,8.918181818181818,25.0
219,I108781,2021,12.862914862914863,82.0
220,I108813,2020,5.782210949770852,672.0
221,I108813,2021,12.174269422665716,361.0
222,I108814,2020,10.76969696969697,88.0
223,I108814,2021,11.996180290297936,167.0
224,I108815,2020,11.110296485744055,363.0
225,I108864,2020,3.4575,50.0
226,I108971,2020,9.060283687943262,558.0
227,I108971,2021,9.048538416291585,1237.0
228,I108971,2022,6.4327821710999284,139.0
229,I108992,2000,3.0,1.0
230,I108992,2020,5.958858543417366,373.0
231,I108992,2021,6.992352745590475,995.0
232,I109049,2020,8.462298603651988,652.0
233,I109049,2021,10.386111827876853,1339.0
234,I109124,2020,7.922522522522522,94.0
235,I109126,2020,11.490148778701155,671.0
236,I109130,2020,12.24383893495035,635.0
237,I109177,2020,7.74025974025974,27.0
238,I109183,2022,6.270489510489511,62.0
239,I109199,2020,10.033242341866945,1001.0
240,I109215,2000,3.0,1.0
241,I109215,2020,4.568181818181818,25.0
242,I109215,2021,7.785877586323792,1209.0
243,I109439,2022,6.45,60.0
244,I109455,2020,9.202367543452814,258.0
245,I109470,2020,4.266666666666667,50.0
246,I109470,2021,4.5556366467182405,126.0
247,I109486,2021,3.5123626373626373,36.0
248,I109486,2022,3.245967741935484,54.0
249,I109499,2021,6.756481481481481,90.0
250,I109499,2022,5.622549019607844,107.0
251,I109500,2021,10.884756787330316,96.0
252,I109503,2020,8.870576402340077,761.0
253,I109503,2021,5.749627791563276,187.0
254,I109520,2020,2.43167701863354,60.0
255,I109542,2020,2.364973262032086,247.0
256,I109542,2021,4.146625766871166,757.0
257,I109555,2020,11.511764705882353,43.0
258,I109582,2021,1.4937611408199643,50.0
259,I109587,2020,6.0,20.0
260,I109607,2020,8.748426763110308,147.0
261,I109768,2020,1.1567944250871078,49.0
262,I109768,2021,2.298740053050398,192.0
263,I109796,2021,5.703348758521172,118.0
264,I109860,2020,5.077286098037037,256.0
265,I109860,2021,5.775364721485412,177.0
266,I110138,2020,7.245909905208036,647.0
267,I110138,2021,7.79138625943667,2468.0
268,I110138,2022,7.608549858215743,877.0
269,I110142,2020,6.635438245964561,658.0
270,I110142,2021,6.255811743384884,1752.0
271,I110142,2022,6.877827610714898,286.0
272,I110153,2020,8.861821832136522,854.0
273,I110153,2021,7.753494628629097,3155.0
274,I110153,2022,6.994346610524694,1824.0
275,I110264,2020,10.67256265397366,138.0
276,I110264,2021,5.268159203980099,257.0
277,I110278,2021,1.2352941176470589,21.0
278,I110530,2020,7.832423020255086,549.0
279,I110530,2021,3.4218894272337232,579.0
280,I110534,2020,11.495726495726496,62.0
281,I110586,2020,6.261904761904762,36.0
282,I110651,2021,3.916666666666667,50.0
283,I110790,2021,1.4166666666666665,20.0
284,I110954,2021,10.263157894736842,43.0
285,I111188,2020,7.3886256855845405,477.0
286,I111188,2021,5.84603019839744,915.0
287,I111206,2020,9.004310344827587,50.0
288,I111206,2021,4.314920634920635,41.0
289,I111366,2020,6.922168484951015,440.0
290,I111366,2021,1.98,110.0
291,I111536,2020,10.523691860465116,197.0
292,I111634,2020,5.771767150796245,284.0
293,I111634,2021,6.278947368421052,89.0
294,I111640,2020,7.041178445526271,190.0
295,I111641,2020,6.527080240560423,270.0
296,I111653,2020,12.11989562948467,152.0
297,I111653,2021,6.237802418179486,526.0
298,I111653,2022,6.248581112285233,423.0
299,I111666,2020,9.95815023881893,300.0
300,I111666,2021,5.914913844325609,909.0
301,I111666,2022,7.802272977865958,538.0
302,I112094,2020,6.76039886039886,124.0
303,I112094,2021,9.068181818181818,27.0
304,I112113,2020,6.006301785505893,172.0
305,I112127,2020,9.248153214774282,86.0
306,I112154,2020,12.742342342342342,70.0
307,I112154,2021,14.46762581533471,385.0
308,I112178,2020,7.04913012732543,1196.0
309,I112178,2021,8.343145395204644,2023.0
310,I112237,2020,7.018512687383523,245.0
311,I112237,2022,3.6960526315789473,123.0
312,I112249,2020,3.0859347392354435,604.0
313,I112249,2021,4.247821944860824,1837.0
314,I112249,2022,4.8736985932635815,695.0
315,I112301,2020,9.336545729402872,137.0
316,I112301,2021,10.155549833487829,254.0
317,I112307,2020,8.104761904761904,20.0
318,I112311,2020,3.857142857142857,20.0
319,I112315,2020,5.547604422604422,140.0
320,I112316,2020,7.731203007518797,228.0
321,I112333,2020,8.253001508295625,108.0
322,I112349,2020,4.98188378725047,220.0
323,I112353,2020,7.344727449707982,398.0
324,I112353,2021,11.182932336067438,1258.0
325,I112358,2020,3.2190337082298717,280.0
326,I112361,2020,7.544864121740282,275.0
327,I112376,2020,4.950175826464486,240.0
328,I112378,2020,6.240884458147147,180.0
329,I112386,2020,2.3777777777777778,65.0
330,I112390,2020,10.21111111111111,54.0
331,I112394,2020,7.722689075630251,60.0
332,I112394,2021,9.98001332001332,342.0
333,I112415,2020,6.068181818181818,30.0
334,I112431,2020,8.272727272727273,40.0
335,I112431,2021,12.634988884988884,336.0
336,I112444,2021,7.0,5.0
337,I112567,2020,12.02238433218259,1122.0
338,I112567,2021,10.918383314715053,1017.0
339,I112652,2020,2.4285714285714284,15.0
340,I112652,2021,7.467822704486325,722.0
341,I112652,2022,6.18579898362507,255.0
342,I112655,2020,4.936594202898551,49.0
343,I112655,2021,2.8863636363636362,45.0
344,I112709,2020,13.02098187226737,1048.0
345,I112709,2021,11.682101558407636,3804.0
346,I112709,2022,5.041714597140716,963.0
347,I112737,2000,3.0,1.0
348,I112737,2020,8.96484593837535,446.0
349,I112737,2021,3.0785046728971963,114.0
350,I112749,2020,8.671452702702702,161.0
351,I112749,2021,8.448863636363637,50.0
352,I112765,2020,7.5051652280612675,287.0
353,I112766,2020,5.512009803921568,134.0
354,I112766,2021,4.967144819549373,586.0
355,I112768,2020,3.1053801969857933,268.0
356,I112768,2021,10.194280760870887,575.0
357,I112872,2020,7.9047099343874665,1588.0
358,I112872,2021,7.990004699949686,1919.0
359,I112873,2020,10.724048915303994,1549.0
360,I112873,2021,9.423592354761938,4353.0
361,I112873,2022,8.03090738324826,1166.0
362,I112889,2021,11.188978429825111,467.0
363,I112889,2022,10.44927536231884,60.0
364,I112955,2021,3.75,10.0
365,I113067,2020,7.06954002923166,646.0
366,I113067,2021,9.32586701448594,1181.0
367,I113175,2020,1.4,25.0
368,I113175,2021,2.355453667953668,300.0
369,I113221,2020,7.347007894066717,115.0
370,I113222,2020,13.199096880131364,167.0
371,I113299,2021,5.270772092334336,215.0
372,I113445,2020,12.12280701754386,30.0
373,I113459,2020,5.738927738927739,75.0
374,I113484,2020,10.76923076923077,29.0
375,I113505,2020,4.847926267281106,95.0
376,I113505,2021,3.57012987012987,92.0
377,I113519,2020,4.820586734693878,531.0
378,I113519,2021,7.363384960155526,1218.0
379,I113527,2020,4.738280242220106,3151.0
380,I113529,2020,7.7226600455786585,810.0
381,I113529,2021,8.618420061707674,550.0
382,I113531,2000,0.0,2.0
383,I113531,2020,3.8007217322016054,1282.0
384,I113531,2021,5.143729918161188,6976.0
385,I113552,2020,4.091233397058639,276.0
386,I113552,2021,6.22413761827364,443.0
387,I113680,2020,8.714285714285715,12.0
388,I113733,2020,10.055073578760373,636.0
389,I113745,2020,11.145201807995925,518.0
390,I113745,2021,11.041609261730443,596.0
391,I113791,2020,11.020991277513403,1458.0
392,I113791,2021,9.955412650485618,4119.0
393,I113791,2022,10.096689670568594,1321.0
394,I113800,2020,6.596170465135982,257.0
395,I113802,2022,5.980392156862745,28.0
396,I113806,2020,3.586030285227363,886.0
397,I113806,2021,5.901056954341907,3356.0
398,I113806,2022,5.87014179874371,1257.0
399,I113860,2000,3.0,1.0
400,I113860,2020,8.318321064595283,828.0
401,I113860,2021,11.106359026599288,2266.0
402,I113918,2021,6.135394932935917,113.0
403,I113918,2022,0.0,68.0
404,I113923,2021,14.571428571428571,29.0
405,I113963,2020,11.110805611125894,492.0
406,I114098,2020,5.091428571428571,52.0
407,I114098,2021,5.23747680890538,73.0
408,I114135,2020,9.168181818181818,34.0
409,I114189,2021,0.0,36.0
410,I114198,2020,12.240104349484103,868.0
411,I114198,2021,13.76912323469675,2417.0
412,I114198,2022,13.803636579963015,1233.0
413,I114203,2021,5.714285714285714,12.0
414,I114204,2020,2.0999999999999996,20.0
415,I114204,2021,3.6066542288557213,108.0
416,I114210,2020,3.6577777777777776,40.0
417,I114297,2020,8.112795635501904,1760.0
418,I114297,2021,8.569921816625563,4015.0
419,I114297,2022,7.262902096685228,855.0
420,I114312,2021,9.369281045751634,71.0
421,I114623,2020,11.633192389006343,121.0
422,I115139,2020,6.512903225806451,161.0
423,I115139,2021,12.081862000894086,420.0
424,I115164,2020,10.279515418502204,495.0
425,I115182,2021,9.48132183908046,84.0
426,I115198,2020,12.787545787545787,55.0
427,I115207,2021,11.8098956105074,95.0
428,I115223,2021,15.0,14.0
429,I115223,2022,15.0,420.0
430,I115262,2020,10.7561846127585,440.0
431,I115277,2021,10.325757575757576,30.0
432,I115285,2020,10.083407469887385,1686.0
433,I115285,2021,10.941722820475128,2043.0
434,I115291,2020,8.366008753639075,459.0
435,I115355,2020,7.822222222222223,43.0
436,I115355,2021,9.250495480353301,1188.0
437,I115355,2022,10.851961753578504,448.0
438,I115356,2020,4.809523809523809,20.0
439,I115356,2021,7.900037698159904,1644.0
440,I115356,2022,8.663212032389378,865.0
441,I115357,2021,9.46270988461779,1286.0
442,I115357,2022,9.073408826945412,356.0
443,I115391,2022,3.9086538461538463,30.0
444,I115394,2020,4.337428337428338,56.0
445,I115394,2021,5.595344697378358,268.0
446,I115394,2022,3.2987012987012987,36.0
447,I115421,2020,14.676207513416816,115.0
448,I115421,2021,14.53233830845771,115.0
449,I115444,2020,10.731830914183854,148.0
450,I115452,2000,0.0,1.0
451,I115452,2020,7.714109270560884,205.0
452,I115452,2021,8.13422417957731,2571.0
453,I115515,2020,2.093984962406015,92.0
454,I115518,2020,8.045968973342369,608.0
455,I115518,2021,13.774755884469112,227.0
456,I115537,2021,1.1554653487034856,875.0
457,I115703,2021,4.19708108108108,320.0
458,I115704,2020,1.6111111111111112,21.0
459,I115704,2021,5.085714285714285,387.0
460,I115724,2020,7.671148029224254,205.0
461,I115724,2021,4.766908212560386,55.0
462,I115909,2020,7.318935574229691,115.0
463,I115909,2021,8.675374308480942,583.0
464,I115934,2020,8.675592156249797,513.0
465,I115934,2021,10.023495827843654,229.0
466,I116021,2020,8.436573939584548,779.0
467,I116021,2021,5.531353695204656,751.0
468,I116021,2022,7.671652003910069,212.0
469,I116053,2020,7.0263829787234044,92.0
470,I116053,2021,9.600359684103527,228.0
471,I116541,2020,6.6399493162643894,958.0
472,I116541,2021,11.691589973487833,1397.0
473,I116545,2020,9.88562091503268,194.0
474,I116545,2021,9.007313036519715,393.0
475,I116564,2021,6.800638718871426,358.0
476,I116564,2022,7.632217126381642,273.0
477,I116566,2021,5.392857142857143,74.0
478,I116567,2020,10.715129233511586,118.0
479,I116567,2021,7.477812209887682,134.0
480,I117137,2020,6.116295440796349,281.0
481,I117149,2000,0.0,3.0
482,I117149,2020,2.864613548271171,1687.0
483,I117149,2021,4.243991793813634,7560.0
484,I117151,2020,4.2868686868686865,112.0
485,I117151,2021,6.524033211720151,973.0
486,I117160,2020,1.619433198380567,33.0
487,I117161,2000,3.0,1.0
488,I117161,2020,3.4445176080382405,256.0
489,I117165,2020,8.47178137651822,101.0
490,I117165,2021,6.480584239965578,1579.0
491,I117167,2020,3.761904761904762,45.0
492,I117167,2021,7.0895817739118465,450.0
493,I117193,2020,2.2439209726443767,89.0
494,I117193,2021,4.41160501838633,592.0
495,I117199,2020,6.482259570494865,142.0
496,I117199,2021,4.875,51.0
497,I117230,2020,5.1174193548387095,88.0
498,I117230,2021,3.7941042089295833,415.0
499,I117252,2020,8.640958461191728,344.0
500,I117252,2021,11.03671497584541,265.0
501,I117374,2020,12.337566079949227,1261.0
502,I117374,2021,10.721104175336306,6184.0
503,I117374,2022,9.767086496494963,7515.0
504,I117386,2020,7.503848003848004,448.0
505,I117386,2021,7.873571691533995,878.0
506,I117446,2020,13.648368637953817,256.0
507,I117454,2020,9.60897435897436,48.0
508,I117454,2021,6.152806652806653,154.0
509,I117876,2020,11.235001381882347,488.0
510,I117876,2021,12.332248708075793,295.0
511,I117889,2022,12.49785901525032,222.0
512,I117944,2020,5.0,54.0
513,I117949,2021,7.0,8.0
514,I117971,2021,3.7222222222222223,60.0
515,I118006,2020,5.609523809523809,125.0
516,I118006,2021,4.1,41.0
517,I118282,2021,2.400546448087432,157.0
518,I118282,2022,2.0797747023241584,1767.0
519,I118297,2020,8.077850203626602,200.0
520,I119087,2020,6.942105263157895,32.0
521,I119671,2021,7.216290706314215,1468.0
522,I119791,2020,10.875902856154577,580.0
523,I119812,2021,3.8117769943856903,489.0
524,I11994,2020,7.429027113237639,49.0
525,I11994,2021,6.156697594666923,188.0
526,I120022,2020,10.809154158299968,581.0
527,I120022,2021,6.429640468227425,414.0
528,I120024,2021,3.033333333333333,24.0
529,I120025,2020,8.705500355311914,425.0
530,I120025,2021,4.479978354978355,175.0
531,I120080,2020,7.1321085558198964,312.0
532,I120152,2020,2.2782608695652176,183.0
533,I120164,2020,4.161764705882353,50.0
534,I120168,2020,6.782618583443326,877.0
535,I120168,2021,5.7846072713176895,1740.0
536,I120171,2020,5.421318727617442,254.0
537,I120171,2021,4.533217219043513,773.0
538,I120171,2022,11.956188923022465,137.0
539,I120173,2020,9.068359089772443,263.0
540,I120173,2021,6.52566029028152,752.0
541,I120173,2022,3.3333333333333335,29.0
542,I120175,2020,10.971177944862156,180.0
543,I120175,2021,10.00069597069597,529.0
544,I120175,2022,9.666666666666666,29.0
545,I120176,2020,9.29,133.0
546,I120176,2021,6.7403137473312915,539.0
547,I120179,2020,7.371572871572871,236.0
548,I120179,2021,11.719613294992312,654.0
549,I12033,2020,4.087272727272728,91.0
550,I12033,2021,4.953355832150955,409.0
551,I120716,2020,8.175945638159494,1701.0
552,I120716,2021,7.546432894118584,2667.0
553,I120716,2022,9.793296701636157,851.0
554,I120787,2020,3.8324675324675326,58.0
555,I120787,2021,3.4794721407624634,83.0
556,I120807,2000,3.0,2.0
557,I120807,2020,10.107737989298746,1655.0
558,I120938,2020,3.161193708252532,94.0
559,I120943,2020,1.9166666666666665,38.0
560,I120943,2021,6.846606806860846,514.0
561,I120959,2020,8.041666666666666,40.0
562,I120959,2021,5.781617192331478,146.0
563,I120959,2022,5.740897384095058,303.0
564,I120965,2020,7.753366934007178,252.0
565,I121002,2020,4.415379445853935,3116.0
566,I121003,2020,3.560304899004107,829.0
567,I121044,2020,10.600175359808388,284.0
568,I121044,2021,10.64704598826738,1000.0
569,I121050,2020,5.8747446834074255,129.0
570,I121204,2020,8.61038961038961,23.0
571,I121204,2021,3.037878787878788,50.0
572,I121204,2022,7.746376811594203,90.0
573,I121206,2020,5.614906832298137,56.0
574,I121206,2021,3.366666666666667,32.0
575,I121245,2020,6.724503284711764,439.0
576,I121245,2021,9.072672092658163,973.0
577,I121317,2020,4.151948051948052,145.0
578,I121317,2021,6.1,22.0
579,I121318,2020,8.7375,63.0
580,I121318,2021,3.5833333333333335,20.0
581,I121327,2020,6.691125158027813,523.0
582,I121327,2021,5.066666666666666,28.0
583,I121382,2020,9.362903225806452,61.0
584,I121405,2020,2.852851128970532,214.0
585,I121405,2021,1.5678362573099416,149.0
586,I121407,2020,8.8,20.0
587,I121515,2020,8.717665130568356,61.0
588,I121521,2020,7.891608391608392,40.0
589,I121557,2020,8.106556976756696,396.0
590,I121557,2021,11.012854722415256,844.0
591,I121662,2021,8.60681154888472,223.0
592,I121662,2022,2.269230769230769,30.0
593,I121767,2020,3.36013986013986,110.0
594,I121800,2020,10.263093543796092,244.0
595,I121858,2020,6.364878196531739,651.0
596,I121858,2021,7.9784951679694975,1863.0
597,I121858,2022,8.58129798129798,853.0
598,I121863,2020,9.409047696181066,1025.0
599,I121863,2021,13.016973793476843,3809.0
600,I122091,2020,5.618322981366459,280.0
601,I122091,2021,7.692940417896969,1256.0
602,I122121,2020,1.875,65.0
603,I122121,2021,3.8142857142857145,55.0
604,I122291,2020,11.024979524979525,132.0
605,I122291,2021,11.487552213868003,232.0
606,I12231,2020,6.833333333333333,20.0
607,I12231,2022,10.263975155279503,42.0
608,I122364,2020,7.325872075138937,594.0
609,I122393,2020,4.913635657710825,306.0
610,I122412,2020,5.543678160919541,89.0
611,I122412,2021,4.889568803906457,503.0
612,I122434,2020,8.020833333333334,104.0
613,I123043,2020,10.895407947132085,132.0
614,I123043,2021,11.0,30.0
615,I123045,2020,2.1086601307189543,72.0
616,I123045,2021,1.3333333333333333,20.0
617,I123064,2020,2.6333333333333333,20.0
618,I123538,2020,5.6,30.0
619,I123609,2020,5.507009567111869,200.0
620,I123609,2021,5.667735085945399,791.0
621,I123735,2021,6.593791815154044,708.0
622,I123794,2020,13.8,50.0
623,I123794,2021,13.775026388697428,293.0
624,I123860,2020,8.883386020372322,100.0
625,I123860,2021,9.766343292998036,276.0
626,I123912,2020,7.174455572675912,229.0
627,I123913,2020,8.007832203280444,329.0
628,I124004,2021,5.497450112449257,1301.0
629,I124119,2021,0.7,25.0
630,I124190,2020,7.3974257599718864,309.0
631,I124285,2021,7.343091980045279,297.0
632,I124300,2020,11.082378811182057,812.0
633,I124300,2021,9.960580560578933,1258.0
634,I124336,2020,2.3823529411764706,21.0
635,I124336,2021,0.36585365853658536,47.0
636,I124342,2020,3.0235866159065603,698.0
637,I124342,2021,0.8354430379746836,79.0
638,I124346,2020,9.443617763310858,199.0
639,I124346,2021,7.403973916881874,2878.0
640,I124346,2022,8.146043956043956,549.0
641,I124347,2020,8.484023813470584,252.0
642,I124347,2021,10.253996503054573,2760.0
643,I124347,2022,8.856748751156752,869.0
644,I124377,2020,6.1,70.0
645,I124378,2020,8.059523809523808,78.0
646,I124559,2020,13.766077321733745,610.0
647,I124559,2021,15.0,606.0
648,I124620,2020,7.155944055944056,107.0
649,I125160,2021,10.668486810883124,482.0
650,I125160,2022,10.0,30.0
651,I125189,2021,7.258709677419354,220.0
652,I125206,2020,3.861111111111111,60.0
653,I125209,2020,5.679744707009709,151.0
654,I125209,2021,6.872539460968538,298.0
655,I125230,2000,3.0,1.0
656,I125230,2020,5.654180869186082,826.0
657,I125230,2021,5.7707808492851775,200.0
658,I126212,2020,7.643960863697706,107.0
659,I126818,2020,6.111067695329405,196.0
660,I126818,2021,6.550577506103381,825.0
661,I127345,2020,6.096768707482993,385.0
662,I127345,2021,6.571855912190813,938.0
663,I127345,2022,5.403247484703413,177.0
664,I127346,2020,7.4249612095406485,440.0
665,I127346,2021,7.740895178618587,718.0
