3468_1,3468_2,3468_3,3468_4,3468_5,3469_1,3469_2,3469_3,3469_4,3469_5,3472_1,3472_2,3472_3,3472_4,3472_5,3473_1,3473_2,3473_3,3473_4,3473_5,3475_1,3475_2,3475_3,3475_4,3475_5,3476_1,3476_2,3476_3,3476_4,3476_5,3477_1,3477_2,3477_3,3477_4,3477_5,3478_1,3478_2,3478_3,3478_4,3478_5,3479_1,3479_2,3479_3,3479_4,3479_5,3480_1,3480_2,3480_3,3480_4,3480_5,3481_1,3481_2,3481_3,3481_4,3481_5,3482_1,3482_2,3482_3,3482_4,3482_5,3483_1,3483_2,3483_3,3483_4,3483_5,3484_1,3484_2,3484_3,3484_4,3484_5,3485_1,3485_2,3485_3,3485_4,3485_5,3486_1,3486_2,3486_3,3486_4,3486_5,3487_1,3487_2,3487_3,3487_4,3487_5,3488_1,3488_2,3488_3,3488_4,3488_5,y
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,,,,,NaN,,,,,,,,,,,,,,,,0.4975124378109453,0.8565310492505354,0.7723761926397092,0.9950248756218908,,,0.999000999000999,0.8119925046845723,,,,0.831946755407654,0.9950248756218908,,,0.9975062344139652,0.8739076154806492,0.4995836802664446,,,0.9950248756218908,0.99009900990099,0.922367409684858,0.99009900990099,,0.99009900990099,0.9987515605493134,0.7493755203996669,0.99009900990099,,,0.9985734664764624,0.9983361064891848,0.6644518272425249,NaN,0.7369173285212747
,,,,,,0.998003992015968,,,,,0.9126466753585396,0.8657480795024997,0.8329862557267804,,,,,,,0.9992862241256246,0.9879776217117008,0.9137143349711232,0.8635382342915577,0.8739076154806492,,0.9993337774816788,0.7490636704119851,0.8981528554482291,0.7490636704119851,,0.9985734664764624,0.9985734664764624,,NaN,,0.9082652134423252,,,NaN,0.9994121105232217,0.9243538954914168,0.8349654674775796,0.8567348881485009,0.998003992015968,0.7984031936127745,0.9425878320479864,0.8329862557267805,,,,0.8568368439842914,0.8058498731532606,0.9789627161008124,,,0.9255831173639392,0.8749609392437838,0.6665185514330149,,,0.9997222993612884,0.9145226191927814,0.8791587657300466,,,0.5988023952095809,0.9719522354901416,0.7493755203996669,,,0.8739076154806492,0.93964582580412,0.9385839624566414,,,0.8739076154806492,0.8568368439842914,0.6242197253433208,,,0.8418837148118916,0.8244167689878968,0.8739076154806492,,,,0.6997667444185272,,NaN,0.6487988220133731
,,,,,,,,,,,,,,,,,,,,0.9369144284821987,0.908265213442325,0.2664890073284476,0.0,,0.9994447529150472,,,,,0.9994121105232218,,,,NaN,0.9966777408637868,0.9966777408637876,,,NaN,,,0.9966777408637876,,,,,,,,,,0.9966777408637876,,,0.9985734664764624,0.799467021985343,0.9966777408637876,,,0.9985734664764624,0.9966777408637868,0.4991680532445922,,,0.9975062344139652,0.9988901220865704,,,,0.9985734664764624,0.8991008991008991,0.9900990099009904,,,0.8565310492505354,0.9900990099009904,0.8326394671107411,0.6644518272425249,,0.9991673605328892,0.9975062344139652,0.6661115736885928,,,0.9992313604919292,0.9983361064891848,,,NaN,0.6444671920042049
,,,,,,,,,,,,,,,,,,,,0.99009900990099,0.9966777408637876,0.99009900990099,0.0,,,,,0.99009900990099,,0.99009900990099,0.0,,,NaN,0.99009900990099,0.9900990099009904,0.9900990099009904,,NaN,,0.9966777408637876,0.0,0.6644518272425249,,0.9983361064891844,0.9966777408637876,0.7481296758104738,0.4975124378109453,,,,0.9950248756218908,0.9900990099009904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,0.6506662923281114
,,,,,,0.998003992015968,,,,,0.8818342151675486,0.8925383791503035,0.831946755407654,,,,,,,,0.9997959600081616,0.9116753259484364,0.910311893747202,0.8739076154806492,,0.9987515605493134,0.7490636704119851,0.8844452989809652,0.7490636704119851,,,,,NaN,,0.9082652134423252,,,NaN,0.9991673605328892,0.9282399143163156,0.7657945118059988,0.6655574043261232,,0.7984031936127745,0.9425878320479864,0.8329862557267805,,,,0.8122461730709154,0.7969859440660774,0.9789627161008124,,,0.9255831173639392,0.8749609392437838,0.6665185514330149,,,0.9997222993612884,0.9145226191927814,0.8791587657300466,,,0.5988023952095809,0.9719522354901416,0.7493755203996669,,,0.8739076154806492,0.93964582580412,0.9385839624566414,,,0.8739076154806492,0.8568368439842914,0.6242197253433208,,,0.8418837148118916,0.8244167689878968,0.8739076154806492,,,,0.6997667444185272,,NaN,0.6457521798611594
,,0.9966777408637876,,,,,,,,,0.9985734664764624,0.5830903790087463,0.5997001499250375,,,0.9966777408637876,0.5935645110902842,0.4999418672247414,0.3054707025826159,0.99009900990099,0.9983361064891848,0.8329862557267804,0.6449532408900355,0.5380476556495004,,,0.9992862241256246,0.7054673721340389,0.4987531172069825,,,0.9975062344139652,0.9950248756218908,NaN,,0.9975062344139652,0.832639467110741,0.1998001998001998,NaN,,0.6644518272425249,0.8702092205147195,0.6695069993913573,0.4686767692548039,,0.6655574043261232,0.7490636704119851,0.6246096189881325,0.0,,0.99009900990099,0.7686395080707148,0.6228487133256844,0.5524861878453038,0.99009900990099,0.922367409684858,0.8791587657300466,0.6583760058522311,0.4611837048424289,0.9975062344139652,0.9996297667530544,0.8476418169963051,0.6446520194711223,0.5553498704183636,,0.7481296758104738,0.9992862241256246,0.3998667110963013,0.9950248756218908,,0.922367409684858,0.7725516927970915,0.6733319730667211,,0.99009900990099,0.7992007992007992,0.7404664938911514,0.4780530204259018,,,0.9975062344139652,0.8119925046845723,0.5215123859191656,,0.99009900990099,0.9988901220865704,0.8328706274292059,0.7496876301541026,NaN,0.3693778469099795
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,,,,,NaN,,,,,,,,,,,,,,,,,0.9900990099009884,0.4975124378109458,,,0.9900990099009904,0.996677740863788,,,,,,,,,,0.9966777408637876,,0.0,,0.99009900990099,0.99009900990099,0.6644518272425249,,,0.99009900990099,,0.99009900990099,,,0.99009900990099,0.9950248756218908,0.99009900990099,,NaN,0.8148635323490853
,0.998573466476462,,,,,,,,,,,0.8319467554076537,0.0,,,,,,,,,,,,,,,,,,,,,NaN,,,,,NaN,,,0.4991680532445922,,0.0,0.0,,,,,,,,,,,,,0.665557404326123,,,,,0.0,,,,,,,0.9983361064891844,0.9900990099009904,,,,,,0.99009900990099,,,,,,,,,,,0.3327787021630615,NaN,0.031978676129231
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,,,,,NaN,,,,,,,,,,,,,,,,,0.8416622830089426,0.8515364679748242,0.9975062344139652,,0.99009900990099,0.8534503779565962,0.7892659826361482,0.6662225183211193,0.9900990099009904,,0.9975062344139652,0.9950248756218908,,0.0,0.9966777408637876,0.922367409684858,0.6996501749125438,0.7328447701532311,,,0.9950248756218908,0.7992007992007991,,,,0.5994005994005993,0.9966777408637876,,,,0.7984031936127745,0.0,0.9900990099009904,NaN,0.5521467557402924
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,,,,,NaN,,0.9975062344139652,0.4975124378109453,,,,,,,,,,,,,,0.99009900990099,0.9950248756218908,,,0.99009900990099,0.99009900990099,0.4975124378109453,,,,0.0,0.0,,,,0.4975124378109453,0.4975124378109453,,,,0.0,0.4975124378109453,,,,,,,,,,0.99009900990099,,NaN,-0.408649225983991
,,,,,,,,,,,,,,,,,,,,0.6423982869379015,0.8565310492505354,0.5988023952095809,,,,,0.9966777408637876,,,0.998003992015968,0.9987515605493134,0.9950248756218908,,NaN,0.4975124378109453,0.9966777408637876,0.5706134094151213,,NaN,0.999375390381012,0.8046817849305048,0.9519276534983342,0.0,,,0.6644518272425249,0.0,,,,0.0,0.8559201141226819,,,0.7481296758104738,0.8559201141226819,0.2496878901373283,0.0,,0.9975062344139652,0.6242197253433208,0.4987531172069825,0.0,,,0.9950248756218908,0.0,,,0.831946755407654,0.6242197253433208,0.6242197253433208,0.99009900990099,,0.6644518272425249,0.4975124378109453,0.4987531172069825,,,0.7984031936127745,0.2496878901373283,0.5988023952095809,,,0.9950248756218908,0.4987531172069825,0.3322259136212624,,NaN,-0.418351247868297
,,0.7266121707538601,0.0,,,0.9975062344139652,0.8174386920980926,0.8739076154806492,,,0.9950248756218908,0.9975062344139652,0.7984031936127745,,,0.0,0.6870705808869456,0.1663893510815308,,0.9975062344139652,0.8174386920980926,0.7490636704119851,0.0,,,0.9975062344139652,0.9950248756218908,,,0.9975062344139652,0.7481296758104738,0.9966777408637876,,NaN,0.9988901220865704,0.9983361064891848,0.5988023952095809,,NaN,0.7266121707538601,0.7712082262210798,0.5482102547565302,,,0.7139457401237506,0.8329862557267804,0.4279600570613409,,,0.7992007992007992,0.7269422989550204,0.7994670219853431,,,,0.8329862557267804,0.6827603023652768,,,0.9950248756218908,0.922367409684858,0.7364544976328248,0.9900990099009904,,,0.8559201141226819,0.8328706274292059,,,0.9966777408637876,0.866089273817455,0.8482278097546199,0.99009900990099,,0.9950248756218908,0.7992007992007992,0.5710206995003569,,,0.99009900990099,,0.9983361064891848,,,0.0,0.8879023307436182,0.7132667617689016,,NaN,0.3060555933040931
,0.8122461730709154,0.8747266479225241,0.9950248756218908,,,0.7137758743754461,0.7706727765048947,0.6496751624187906,,,0.8991008991008991,0.8174386920980926,0.7493755203996669,,,0.7433991284286081,0.6726049809125614,0.3996003996003996,,,0.9114966186415758,0.8547008547008548,0.5403944879762227,,,0.9987515605493134,0.9987515605493134,0.8326394671107411,,,,0.9987515605493134,,NaN,,0.9369144284821987,0.5997600959616153,,NaN,0.4975124378109453,0.8998200359928014,0.6955009780482503,0.4997223764575236,,0.9975062344139652,0.7870665815783876,0.8565310492505354,0.7132667617689016,,,0.8073817762399078,0.6362190411270167,0.8739076154806492,,,0.9975062344139652,0.9975062344139652,,,,0.9369144284821984,0.6242197253433208,,,,0.7481296758104738,0.4987531172069825,,,,0.9975062344139652,0.7490636704119851,,,,0.7481296758104738,,,,,0.749531542785759,0.4993757802746567,,,,,,,NaN,0.2956440012324958
