3468_1,3468_2,3468_3,3468_4,3468_5,3469_1,3469_2,3469_3,3469_4,3469_5,3472_1,3472_2,3472_3,3472_4,3472_5,3473_1,3473_2,3473_3,3473_4,3473_5,3475_1,3475_2,3475_3,3475_4,3475_5,3476_1,3476_2,3476_3,3476_4,3476_5,3477_1,3477_2,3477_3,3477_4,3477_5,3478_1,3478_2,3478_3,3478_4,3478_5,3479_1,3479_2,3479_3,3479_4,3479_5,3480_1,3480_2,3480_3,3480_4,3480_5,3481_1,3481_2,3481_3,3481_4,3481_5,3482_1,3482_2,3482_3,3482_4,3482_5,3483_1,3483_2,3483_3,3483_4,3483_5,3484_1,3484_2,3484_3,3484_4,3484_5,3485_1,3485_2,3485_3,3485_4,3485_5,3486_1,3486_2,3486_3,3486_4,3486_5,3487_1,3487_2,3487_3,3487_4,3487_5,3488_1,3488_2,3488_3,3488_4,3488_5,y
,,,,,,,,,,,,,,,,,,,,0.9990917347865576,0.998003992015968,0.7984031936127745,0.998003992015968,0.0,0.9983361064891848,0.9966777408637876,0.9966777408637876,,,0.99009900990099,0.9975062344139652,,0.99009900990099,NaN,,,,,NaN,,,,,,,,,,,,0.99009900990099,,0.99009900990099,,0.9950248756218908,0.8879023307436182,0.9991673605328892,,,0.99009900990099,0.7490636704119851,0.7132667617689016,0.6644518272425249,,0.9950248756218908,0.8739076154806492,0.9950248756218908,,,0.9975062344139652,0.6644518272425249,0.6644518272425249,0.9966777408637876,,0.9950248756218908,0.9950248756218908,0.7984031936127745,0.0,,0.4987531172069825,0.9975062344139652,0.9966777408637876,0.9950248756218908,,0.4975124378109453,0.9900990099009904,0.998003992015968,0.3322259136212624,NaN,0.5665210041556006
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,,,,,NaN,,,,,,,,,,,,,,,,,0.7496251874062969,0.7089620069078348,,,,0.9439200444197668,0.659868026394721,,,,0.7773459189339257,0.7773459189339257,,,,0.833101916134407,,0.3331112591605596,,,0.7328447701532312,0.568052715291979,,,,,0.7427510355663478,,,,0.8119925046845723,0.7185254607935019,0.6246096189881325,NaN,0.0612418436307022
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,,,,,NaN,,,,,,,,,,,,,,,,0.7490636704119851,0.9022189709826872,0.7664111962679108,0.0,,0.6661115736885929,0.7094485649790391,0.9975062344139652,0.998003992015968,,,0.9950248756218908,0.99009900990099,0.99009900990099,,0.99009900990099,0.7851534618129908,0.7266121707538601,0.6993006993006993,,0.99009900990099,0.7490636704119851,0.9966777408637876,,,,0.6246096189881325,0.9975062344139652,,,,0.7266121707538601,,,NaN,0.3709371905740777
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,,0.99009900990099,,,NaN,,0.99009900990099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99009900990099,,,,,,,,,,,,,,NaN,0.7319491198139456
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,,,,,NaN,,,,,,,,,,,,,,,,0.9900990099009904,0.0,0.0,,,,0.998003992015968,0.2493765586034912,,,,0.0,,,,0.9900990099009904,0.4975124378109453,0.0,,,,,,,,,,,,,,,,,NaN,-1.9094929801462084
,,,,,,,,,,,,,,,,,,,,0.9159034138218152,0.9988901220865704,0.9988901220865704,,0.4995836802664445,,,0.9966777408637876,,,,,,,NaN,,0.9983361064891848,,,NaN,,,,,,,,,,,0.9966777408637876,0.9983361064891848,0.4991680532445923,0.6655574043261232,,0.831946755407654,0.9983361064891848,0.5998000666444518,0.3327787021630616,,,0.9327115256495668,0.8515364679748241,0.3992015968063872,0.4541326067211625,,,0.832639467110741,0.4995836802664445,,,0.7994670219853431,0.7984031936127745,0.5988023952095809,,0.9159034138218152,0.5988023952095809,0.3998400639744102,0.3992015968063872,,,0.3330557868442964,0.1665278934221482,0.1665278934221482,,0.5988023952095809,,0.5994005994005994,0.3996003996003996,NaN,0.1341727537613453
,,,,,,,,,,,,0.4995836802664446,,,,,0.6661115736885929,0.4686035613870665,0.3123048094940662,,,0.7851534618129907,0.4282655246252677,,,,0.999000999000999,0.5994005994005994,,,,0.9975062344139652,,NaN,,0.9975062344139652,0.7490636704119848,0.1998001998001998,NaN,,,0.8330556481172943,0.3610108303249097,0.1427551748750892,,0.6655574043261232,0.6655574043261232,0.3996003996003995,,,,0.6993006993006993,0.5216257335361878,0.4734350341925302,,0.9975062344139652,0.8747813046738316,0.4703115814226926,0.2997002997002997,0.9975062344139652,0.9993753903810118,0.544959128065395,0.6468685680682152,0.4541326067211625,,0.7481296758104738,0.998003992015968,0.4995836802664445,,,0.9987515605493134,0.6247396917950855,0.5923731951129212,,,0.9966777408637876,0.7054673721340389,0.4282655246252676,,,,0.7490636704119848,0.4372267332916926,,,0.9975062344139652,0.9223674096848576,0.7992007992007991,NaN,0.0655857462748236
,,,,,,,,,,,,,,,,,,,,,0.99009900990099,0.998003992015968,,,,0.99009900990099,0.998003992015968,,,,0.99009900990099,0.7984031936127745,,NaN,,,,,NaN,,,,,,,,,,,,,,,,,0.9950248756218908,0.9994447529150472,,,,0.99009900990099,0.9988901220865704,,,,0.99009900990099,,,,,,0.8739076154806492,,,,0.9950248756218908,0.8991008991008991,,,,0.9975062344139652,0.5988023952095809,,,,0.9975062344139652,0.9985734664764624,,NaN,0.8995007112456866
,,,,,,,,,,,0.7984031936127745,0.7664111962679107,0.4798080767692922,0.1996007984031936,,,0.6498375406148463,0.2249437640589852,0.0333222259246917,,0.9991673605328892,0.6561474769567255,0.4998214923241699,,,,0.6996501749125437,0.1248439450686641,,,0.9993753903810118,,,NaN,,,0.4372267332916926,,NaN,,0.0,0.2082465639316951,0.0,,,,,,,,,,0.5497251374312843,,,0.8257279443720121,0.8619203585588692,0.3327787021630616,,,0.7496876301541026,0.7832027995334111,0.518326545723806,,,,0.7642563198118753,,,,0.7481296758104738,0.7218212104386451,0.4996876951905059,,0.7773459189339257,0.7080383173677635,0.1663893510815308,0.4987531172069825,,0.9439200444197668,0.9439200444197668,0.6655574043261232,0.4991680532445923,,0.831946755407654,0.8211353088182792,0.7992007992007992,,NaN,-0.1087910146419068
,,,,,,,,,,,0.831946755407654,0.4975124378109453,0.0,,,,,,,0.9966777408637876,0.998003992015968,0.6870705808869456,0.3327787021630616,,0.9966777408637876,0.8879023307436182,0.9987515605493134,,,,0.831946755407654,,,NaN,0.9966777408637876,0.5988023952095809,0.3992015968063872,,NaN,0.8326394671107411,0.8526903851808292,0.6058770069675855,,,,0.9991673605328892,0.4991680532445923,,,,0.9950248756218908,,,,,0.9950248756218908,0.8326394671107411,0.0,,0.9950248756218908,0.998003992015968,0.9950248756218908,0.0,,,,,,,,,,,,0.831946755407654,0.9983361064891848,0.6655574043261232,0.0,,,,0.4439511653718091,,,0.9966777408637876,0.9966777408637876,,,NaN,0.1302802044260032
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,,,,,NaN,,,,,,,,,,,,,,,,,0.9975062344139652,0.9975062344139652,,,,0.9369144284821984,0.6242197253433208,,,,0.7481296758104738,0.4987531172069825,,,,0.9975062344139652,0.7490636704119851,,,,0.7481296758104738,,,,,0.749531542785759,0.4993757802746567,,,,,,,NaN,0.0667892302979461
,,,0.99009900990099,,,0.99009900990099,0.6644518272425249,,,,0.4993757802746567,0.99009900990099,,,,,,,,0.99009900990099,0.998003992015968,0.9159034138218152,0.6644518272425249,,0.99009900990099,0.4987531172069825,0.7132667617689016,,,,0.99009900990099,0.9975062344139652,0.8739076154806492,NaN,0.9975062344139652,,,,NaN,,0.9985734664764624,0.7913369429404415,0.5923731951129212,,,0.99009900990099,,0.6644518272425249,,,,0.7137758743754461,0.831946755407654,,,0.9991673605328892,0.8244167689878968,0.6247396917950855,0.4164931278633902,0.9975062344139652,0.9468700683850604,0.785433773652267,0.640861317610869,0.5998000666444518,,0.7984031936127745,0.8326394671107411,0.4734350341925303,0.7481296758104738,0.7481296758104738,0.8565310492505354,0.648473385571467,0.6816632583503749,,,0.9987515605493134,0.3074558032282859,0.7404664938911514,,,0.998003992015968,0.8119925046845721,0.4997917534360683,,0.99009900990099,,0.7642563198118753,0.5935645110902843,NaN,0.440555554196148
,,,,,,,,,,,0.7984031936127745,0.998003992015968,0.6644518272425249,,0.99009900990099,0.9966777408637876,0.9975062344139652,0.4991680532445923,0.0,,,,,,,,,,,,,,,NaN,,,,,NaN,,,,,,0.99009900990099,0.5988023952095809,0.4975124378109453,0.4987531172069825,,,,,,,,,,,,,,,,,,,,,,,0.3992015968063872,0.9975062344139652,0.0,,,0.7481296758104738,0.5988023952095809,0.0,,,,,,,,,,,NaN,-0.0912185506689828
0.9987515605493134,0.8998200359928015,0.8567348881485006,,,0.8739076154806492,0.8773719649051215,0.7997714938588975,0.4987531172069825,,,0.9995240361732508,0.999000999000999,,,0.0,0.9406231628453848,0.6772009029345372,0.3322259136212624,,0.969403211148137,0.9022189709826872,0.8061915511125444,0.9159034138218152,,0.9994447529150472,0.9996001599360256,0.8739076154806492,0.9983361064891848,,,0.99009900990099,0.99009900990099,,NaN,0.8879023307436182,0.9022189709826872,0.8330556481172943,0.9950248756218908,NaN,0.9988901220865704,0.9996970614965164,0.9307135470527405,0.0,,0.8455034588777863,0.9178823143746926,0.9966777408637876,,,0.8925383791503034,0.9647430275390284,0.8488964346349746,0.831946755407654,,0.9627846695056472,0.8635055294652325,0.9674298613350532,,,0.9110098877902456,0.9357774644276374,0.8053318522632602,,,0.9993753903810118,0.999000999000999,0.7493755203996669,0.9966777408637876,,0.9684473601999376,0.8934269304403318,0.8073817762399078,0.9950248756218908,,0.9995002498750624,0.955343257053988,0.9408997353719496,0.9966777408637876,,0.8991008991008991,0.9997222993612884,0.9140245644101684,,,0.999000999000999,0.8926977325477594,0.9988901220865704,0.998003992015968,NaN,0.5730657716771542
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,,,,,NaN,,,,,,,,,,,,,,,,,,,,,0.9966777408637868,0.8559201141226817,0.9950248756218908,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,0.6457776826536591
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,,,,,NaN,,,,,,,,,,,,,,,,0.9987515605493132,0.9966777408637856,,,,0.9990917347865576,0.9082652134423254,0.9950248756218898,,,,,,,,0.9987515605493136,,,,,,,,,,,,,,,,,,,NaN,0.7326745461329938
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,,,,,NaN,,,,,,,,,,,,,,,,,,,,,,0.772376192639709,0.4995004995004996,0.624219725343321,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,-0.1998456862041653
0.5706134094151213,0.8319467554076542,0.7618140697536007,0.4665889018496917,,,0.8476418169963051,0.7787712719930776,0.6603150646165455,,,0.4996431120628121,0.6532462338354885,0.5235602094240837,,,,0.6583760058522311,0.1914486279514997,0.0768639508070714,,0.831946755407654,0.8029086502045144,0.4050120237944564,0.0,,0.9900990099009904,0.9043312708234176,0.352837400764481,0.2496878901373283,,,,0.6644518272425249,NaN,0.9990917347865572,0.4975124378109453,0.7490636704119851,0.7132667617689016,NaN,0.4975124378109453,0.6920415224913493,0.6752369822101025,0.3861003861003861,0.2120569524386549,0.9966777408637868,0.7994670219853431,0.6816632583503749,0.5149954559224477,,,0.9159034138218152,0.6664815329075258,0.5895924122019994,0.0,0.9983361064891848,0.9082652134423252,0.8725686238865661,0.473559589581689,0.3992015968063872,,,0.6247396917950855,0.5895924122019995,0.3745318352059925,,0.6242197253433208,0.4279600570613409,0.3180372557928215,,0.998003992015968,,0.6855184233076265,0.7497322384862549,,0.1996007984031936,,0.5710206995003569,0.3427592116538132,,0.3327787021630616,0.2853067047075606,0.5549389567147613,0.2998500749625187,,,,0.3745318352059925,0.1922337562475971,NaN,-0.2066757436828169
,,,,,,,,,,,0.952154248988336,0.7876401090578613,0.7992007992007991,,,,,,,,,,,,,,,,,,,,,NaN,,,,,NaN,,,,,,0.9229349330872172,0.9129442451907402,0.7689350249903881,0.7481296758104738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,0.5513315756033605
,,,,,,,,,,,0.912120680582354,0.7114016535281676,0.6917755572636433,,,,,,,,,,,,,,,,,,,,,NaN,,,,,NaN,,,,,,0.9229349330872172,0.8726479410962641,0.6855184233076262,0.4993757802746567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,0.3439110921926666
,,,,,,,,,,,0.952154248988336,0.7876401090578613,0.7992007992007991,,,,,,,,,,,,,,,,,,,,,NaN,,,,,NaN,,,,,,0.9129111722938704,0.9129442451907402,0.7689350249903881,0.7481296758104738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,0.5513315756033605
,,,,,,,,,,,,,,,,,,,,0.998003992015968,0.9983361064891848,0.4975124378109453,,,0.998003992015968,0.9950248756218908,0.99009900990099,,,,0.9966777408637876,0.99009900990099,,NaN,,,,,NaN,,,,,,,,,,,,,,,,0.998003992015968,0.3331112591605596,0.6242197253433208,,,0.9966777408637876,0.8739076154806492,0.831946755407654,,,0.9975062344139652,0.7481296758104738,,,,0.9966777408637876,0.6662225183211192,0.4987531172069825,,,0.9950248756218908,0.7984031936127745,0.99009900990099,,,0.4987531172069825,0.7266121707538601,0.4987531172069825,,,0.9950248756218908,0.99009900990099,,,NaN,0.5025881165222673
,0.1663893510815308,0.5706134094151213,0.0,,,,0.0,,,,0.6993006993006993,0.3330557868442964,0.6644518272425249,,,0.831946755407654,0.5997001499250374,0.5828476269775188,,0.99009900990099,0.7615421227986674,0.6560449859418932,0.0,,,0.998003992015968,0.6496751624187905,0.0,,,0.9987515605493134,0.6870705808869457,,NaN,0.9992313604919292,0.7495315427857588,0.7269422989550205,,NaN,0.9900990099009904,0.7615421227986674,0.4488879820444806,0.0,0.2724795640326975,0.6644518272425249,0.9439200444197668,0.4061230865354577,0.6644518272425249,,0.9900990099009904,0.4995004995004995,0.6772009029345373,0.0,,0.4975124378109453,0.6423982869379015,0.5767012687427913,0.399800099950025,,0.99009900990099,0.7496251874062969,0.6942515967786727,0.3322259136212624,,0.99009900990099,0.1996007984031936,0.4991680532445923,0.0,0.0,0.4975124378109453,0.7773459189339256,0.5923731951129211,0.7481296758104735,,,0.631246712256707,0.7238883143743537,0.9950248756218908,,,0.411522633744856,0.5906406179009541,0.3322259136212624,,0.9950248756218908,0.8119925046845723,0.6920415224913494,0.3745318352059925,NaN,-0.4432456825702719
,,,,,,,,,,,,,,,,,,,,0.998003992015968,0.9983361064891848,0.4975124378109453,,,0.998003992015968,0.9950248756218908,0.99009900990099,,,,0.9966777408637876,0.99009900990099,,NaN,,,,,NaN,,,,,,,,,,,,,,,,0.998003992015968,0.3331112591605596,0.6242197253433208,,,0.9966777408637876,0.8739076154806492,0.831946755407654,,,0.9975062344139652,0.7481296758104738,,,,0.9966777408637876,0.6662225183211192,0.4987531172069825,,,0.9950248756218908,0.7984031936127745,0.99009900990099,,,0.4987531172069825,0.7266121707538601,0.4987531172069825,,,0.9950248756218908,0.99009900990099,,,NaN,0.5025881165222673
,,,,,,,,,,,,,0.99009900990099,,,0.99009900990099,0.9975062344139652,0.9900990099009904,,,,,,,,,,,,,,,,NaN,,,,,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,1.2241400433224965
,,,,,,,,,,,,,,,,,,,,0.9900990099009904,0.7481296758104735,0.4987531172069825,,,0.9966777408637868,,0.4975124378109453,,,0.9900990099009904,0.9900990099009904,0.99009900990099,,NaN,0.9900990099009884,0.9975062344139652,0.99009900990099,,NaN,,,,,,,,,,,0.9900990099009904,,0.0,0.0,,0.9900990099009904,0.9966777408637876,0.9966777408637876,0.9900990099009904,,,0.6644518272425246,0.5706134094151212,,,0.9900990099009904,0.9900990099009904,0.9900990099009904,,,0.9900990099009904,0.9966777408637868,0.4987531172069825,0.6644518272425249,,,0.0,0.4975124378109453,0.9900990099009904,,0.9900990099009884,0.5988023952095807,0.9900990099009904,0.0,,0.9950248756218898,0.9966777408637876,0.9950248756218908,,NaN,0.5170720423027805
,,,,,,,,,,,,,,,,,,,,0.9975062344139652,0.998003992015968,0.6644518272425249,,,0.9950248756218908,0.99009900990099,0.99009900990099,,,0.9966777408637876,,0.0,,NaN,,,,,NaN,,,,,,,,,,,0.99009900990099,0.0,0.4975124378109453,,,0.9992313604919292,0.749531542785759,0.7773459189339256,0.4975124378109453,,0.9983361064891848,0.8991008991008991,0.8559201141226819,0.4975124378109453,,0.9950248756218908,,,,,0.7481296758104738,0.9975062344139652,0.4993757802746567,,,0.99009900990099,0.99009900990099,0.99009900990099,,,,0.99009900990099,,,,0.9950248756218908,,,0.0,NaN,0.5025881165222673
,,,,,,,,,,,,,,,,,,,,0.9966777408637876,0.9975062344139652,0.9966777408637876,,,0.99009900990099,,0.99009900990099,0.0,,,0.9950248756218908,0.99009900990099,,NaN,,,,,NaN,,,,,,,,,,,,,,,,0.5706134094151213,0.8778346744696416,0.8376114563631452,0.9950248756218908,,0.9950248756218908,0.9993337774816788,0.9082652134423252,,,,0.99009900990099,0.99009900990099,,,0.9975062344139652,0.9975062344139652,0.9950248756218908,0.4975124378109453,,0.99009900990099,0.99009900990099,0.99009900990099,0.99009900990099,,,,,,,,0.99009900990099,,0.99009900990099,NaN,0.8271116932161536
