,id,academy_id,school_type,grade,status
0,I0,D0000,3,3,1
2,I10,D0000,3,3,1
3,I100,D0014,3,3,0
4,I1000,D0059,3,3,0
5,I10000,D0562,3,3,0
6,I100000,D1539,3,3,1
8,I100002,D1144,3,3,1
10,I100004,D4278,3,3,2
12,I100006,D4278,3,3,2
14,I100008,D2343,3,3,2
15,I100009,D4660,3,3,0
16,I10001,D0562,3,3,0
17,I100010,D2120,3,3,1
23,I100016,D1283,3,3,2
27,I10002,D0562,3,3,0
35,I100027,D1144,3,3,1
36,I100028,D4437,3,3,0
38,I10003,D0562,3,3,0
45,I100036,D4278,3,3,2
49,I10004,D0562,3,3,0
51,I100041,D4712,3,3,1
52,I100042,D4712,3,3,1
53,I100043,D4712,3,3,1
54,I100044,D4712,3,3,1
55,I100045,D4712,3,3,1
56,I100046,D4712,3,3,1
60,I10005,D0562,3,3,0
70,I100059,D4017,3,3,1
71,I10006,D0562,3,3,0
73,I100061,D0309,3,3,1
74,I100062,D1587,3,3,1
75,I100063,D1587,3,3,1
79,I100067,D3077,3,3,1
81,I100069,D0866,3,3,2
82,I10007,D0562,3,3,0
84,I100071,D4461,3,3,0
88,I100075,D0820,3,3,1
91,I100078,D3422,3,3,2
93,I10008,D0562,3,3,0
95,I100081,D0040,3,3,1
97,I100083,D3809,3,3,0
100,I100086,D4620,3,3,0
101,I100087,D2033,3,3,2
103,I100089,D4620,3,3,0
104,I10009,D0562,3,3,0
105,I100090,D4620,3,3,0
107,I100092,D1066,3,3,1
108,I100093,D1066,3,3,1
109,I100094,D1066,3,3,1
110,I100095,D1066,3,3,1
111,I100096,D4571,3,3,1
115,I1001,D0059,3,3,0
116,I10010,D0562,3,3,0
119,I100102,D4410,3,3,1
127,I10011,D0562,3,3,0
131,I100113,D4602,3,3,1
135,I100117,D4602,3,3,1
138,I10012,D0562,3,3,0
149,I10013,D0490,3,3,1
166,I100145,D4661,3,3,1
168,I100147,D4220,3,3,2
169,I100148,D2475,3,3,1
173,I100151,D2220,3,3,2
174,I100152,D1496,3,3,2
175,I100153,D1496,3,3,2
179,I100157,D1178,3,3,1
180,I100158,D2057,3,3,0
181,I100159,D0490,3,3,1
183,I100160,D0490,3,3,1
184,I100161,D0490,3,3,1
186,I100163,D4120,3,3,2
191,I100168,D2794,3,3,1
194,I100170,D4695,3,3,2
196,I100172,D4170,3,3,2
198,I100174,D0360,3,3,1
200,I100176,D4698,3,3,0
201,I100177,D4698,3,3,0
202,I100178,D4698,3,3,0
203,I100179,D4698,3,3,0
204,I10018,D0512,3,3,1
205,I100180,D4698,3,3,0
206,I100181,D4698,3,3,0
207,I100182,D4698,3,3,0
208,I100183,D4698,3,3,0
209,I100184,D4698,3,3,0
210,I100185,D4698,3,3,0
211,I100186,D4698,3,3,0
222,I100199,D3511,3,3,2
223,I1002,D0059,3,3,1
224,I10020,D0512,3,3,1
229,I100204,D3077,3,3,1
230,I100205,D1917,3,3,2
234,I100209,D4514,3,3,2
235,I10021,D0512,3,3,1
236,I100210,D4317,3,3,2
242,I100216,D2850,3,3,0
244,I100218,D0434,3,3,2
246,I10022,D0512,3,3,1
250,I100223,D3193,3,3,1
253,I100226,D4181,3,3,0
254,I100227,D0958,3,3,2
256,I100229,D0958,3,3,2
257,I10023,D0512,3,3,1
268,I10024,D0512,3,3,1
279,I10025,D0512,3,3,1
284,I100254,D4699,3,3,0
285,I100255,D4699,3,3,0
286,I100256,D4699,3,3,0
290,I10026,D0512,3,3,1
292,I100261,D4250,3,3,0
293,I100262,D4699,3,3,0
294,I100263,D4699,3,3,0
295,I100264,D4699,3,3,0
296,I100265,D4699,3,3,0
297,I100266,D3352,3,3,1
298,I100267,D3352,3,3,1
299,I100268,D3352,3,3,1
300,I100269,D3352,3,3,1
301,I10027,D0512,3,3,1
302,I100270,D3352,3,3,1
303,I100271,D3352,3,3,1
305,I100273,D3879,3,3,1
306,I100274,D4699,3,3,0
307,I100275,D4699,3,3,0
308,I100276,D4699,3,3,0
309,I100277,D4505,3,3,2
312,I10028,D0512,3,3,1
314,I100281,D4019,3,3,1
315,I100282,D4019,3,3,1
317,I100284,D4019,3,3,1
318,I100285,D4019,3,3,0
319,I100286,D4019,3,3,0
320,I100287,D1773,3,3,1
323,I10029,D0512,3,3,1
324,I100290,D0429,3,3,2
327,I100293,D1653,3,3,1
330,I100296,D4571,3,3,1
331,I100297,D4315,3,3,2
335,I10030,D0512,3,3,1
336,I100300,D2474,3,3,1
337,I100301,D0836,3,3,2
341,I100305,D4571,3,3,1
342,I100306,D0230,3,3,2
344,I100308,D4055,3,3,2
345,I100309,D4055,3,3,2
346,I10031,D0512,3,3,1
347,I100310,D3399,3,3,2
351,I100314,D4357,3,3,1
352,I100315,D3303,3,3,1
357,I10032,D0512,3,3,1
359,I100321,D1408,3,3,2
360,I100322,D1408,3,3,2
365,I100327,D1077,3,3,2
366,I100328,D3399,3,3,2
368,I10033,D0512,3,3,1
369,I100330,D3399,3,3,2
370,I100331,D3399,3,3,2
371,I100332,D3399,3,3,1
372,I100333,D3399,3,3,2
375,I100336,D4700,3,3,0
379,I10034,D0512,3,3,1
384,I100345,D1409,3,3,2
385,I100346,D1409,3,3,2
386,I100347,D1409,3,3,2
388,I100349,D4661,3,3,1
389,I10035,D0512,3,3,1
390,I100350,D4661,3,3,1
391,I100351,D4695,3,3,2
392,I100352,D4695,3,3,2
393,I100353,D4695,3,3,2
394,I100354,D4695,3,3,2
395,I100355,D4695,3,3,2
396,I100356,D4695,3,3,2
397,I100357,D4695,3,3,2
398,I100358,D4695,3,3,2
399,I100359,D4695,3,3,2
401,I100360,D0613,3,3,0
402,I100361,D0613,3,3,0
406,I100365,D2733,3,3,1
408,I100367,D1832,3,3,0
409,I100368,D4653,3,3,0
411,I10037,D0512,3,3,1
412,I100370,D4556,3,3,1
414,I100372,D0083,3,3,1
415,I100373,D1254,3,3,1
417,I100375,D3840,3,3,2
418,I100376,D3840,3,3,2
419,I100377,D3840,3,3,2
421,I100379,D3840,3,3,2
429,I100386,D4581,3,3,2
430,I100387,D3190,3,3,0
434,I100390,D3190,3,3,1
435,I100391,D3190,3,3,0
442,I100398,D1409,3,3,2
443,I100399,D1409,3,3,2
444,I1004,D0059,3,3,0
445,I10040,D0512,3,3,1
447,I100401,D1409,3,3,2
448,I100402,D0226,3,3,1
450,I100404,D1409,3,3,2
452,I100406,D4576,3,3,2
454,I100408,D0312,3,3,0
455,I100409,D0312,3,3,0
459,I100412,D3636,3,3,2
462,I100415,D4566,3,3,2
466,I100419,D4742,3,3,2
467,I10042,D0512,3,3,0
468,I100420,D2571,3,3,1
470,I100423,D2571,3,3,1
471,I100424,D2571,3,3,2
473,I100426,D4514,3,3,1
477,I10043,D0512,3,3,0
485,I100437,D2962,3,3,2
488,I10044,D0512,3,3,1
489,I100440,D1043,3,3,2
490,I100441,D3549,3,3,1
493,I100444,D1043,3,3,2
496,I100447,D1043,3,3,2
499,I10045,D0512,3,3,1
506,I100456,D1394,3,3,2
509,I100459,D3911,3,3,2
511,I100460,D4561,3,3,2
513,I100462,D4561,3,3,2
517,I100466,D0501,3,3,1
518,I100467,D0490,3,3,1
520,I100469,D1488,3,3,2
521,I10047,D0512,3,3,1
522,I100470,D3399,3,3,1
523,I100471,D1488,3,3,2
527,I100475,D4730,3,3,0
528,I100476,D3399,3,3,1
529,I100477,D4068,3,3,1
530,I100478,D4068,3,3,1
531,I100479,D4068,3,3,1
532,I10048,D0512,3,3,1
535,I100482,D0642,3,3,2
536,I100483,D4211,3,3,0
538,I100485,D1388,3,3,2
539,I100486,D1388,3,3,2
542,I100489,D3011,3,3,2
543,I10049,D0512,3,3,1
550,I100496,D3912,3,3,1
551,I100497,D3912,3,3,1
552,I100498,D1363,3,3,2
553,I100499,D4525,3,3,1
554,I1005,D0026,3,3,0
555,I10050,D0512,3,3,1
556,I100500,D2150,3,3,0
563,I100507,D3230,3,3,2
564,I100508,D3230,3,3,2
565,I100509,D3230,3,3,2
566,I10051,D0512,3,3,0
568,I100511,D4731,3,3,1
569,I100512,D0613,3,3,1
570,I100513,D3230,3,3,2
571,I100514,D2789,3,3,2
574,I100517,D1409,3,3,2
576,I100519,D1409,3,3,2
577,I10052,D0512,3,3,1
578,I100520,D3079,3,3,1
579,I100521,D1409,3,3,2
585,I100527,D4561,3,3,2
586,I100528,D0253,3,3,1
590,I100531,D4731,3,3,1
592,I100533,D1947,3,3,2
595,I100536,D3788,3,3,1
599,I10054,D0512,3,3,1
616,I100555,D4653,3,3,0
617,I100556,D0758,3,3,2
618,I100557,D0758,3,3,2
619,I100558,D0758,3,3,2
621,I10056,D0512,3,3,0
622,I100560,D0501,3,3,1
624,I100562,D0613,3,3,1
625,I100563,D4731,3,3,0
627,I100565,D4558,3,3,0
641,I100578,D4731,3,3,1
642,I100579,D3390,3,3,1
643,I10058,D0512,3,3,1
644,I100580,D3446,3,3,1
649,I100585,D0157,3,3,1
654,I10059,D0512,3,3,1
656,I100591,D2150,3,3,0
657,I100592,D4531,3,3,2
658,I100593,D4619,3,3,1
659,I100594,D0230,3,3,2
660,I100595,D1123,3,3,2
661,I100596,D2343,3,3,2
664,I100599,D3768,3,3,1
666,I10060,D0512,3,3,1
668,I100601,D1409,3,3,2
669,I100602,D4657,3,3,0
670,I100603,D4657,3,3,0
673,I100606,D3399,3,3,2
674,I100607,D3399,3,3,2
675,I100608,D3399,3,3,1
677,I10061,D0512,3,3,1
680,I100612,D4731,3,3,0
681,I100613,D4731,3,3,0
682,I100614,D4731,3,3,0
683,I100615,D4731,3,3,1
684,I100616,D4731,3,3,0
685,I100617,D4731,3,3,1
686,I100618,D4731,3,3,1
687,I100619,D4731,3,3,1
688,I10062,D0512,3,3,1
689,I100620,D4731,3,3,1
690,I100621,D4731,3,3,0
691,I100622,D4731,3,3,0
699,I10063,D0512,3,3,1
704,I100634,D4471,3,3,2
705,I100635,D3255,3,3,2
706,I100636,D3255,3,3,2
712,I100641,D3590,3,3,0
714,I100643,D4617,3,3,2
716,I100645,D2011,3,3,1
717,I100646,D4641,3,3,1
718,I100647,D0797,3,3,2
719,I100648,D0797,3,3,2
720,I100649,D0797,3,3,2
721,I10065,D0512,3,3,1
722,I100650,D0797,3,3,2
723,I100651,D0797,3,3,2
724,I100652,D0930,3,3,0
727,I100655,D2962,3,3,2
732,I10066,D0512,3,3,1
736,I100663,D3879,3,3,1
737,I100664,D3879,3,3,1
739,I100666,D3879,3,3,1
740,I100667,D3879,3,3,1
742,I100669,D3879,3,3,1
743,I10067,D0512,3,3,1
744,I100670,D3879,3,3,1
745,I100671,D3879,3,3,1
746,I100672,D3879,3,3,1
747,I100673,D3879,3,3,1
748,I100674,D3879,3,3,1
749,I100675,D3879,3,3,1
750,I100676,D3879,3,3,1
751,I100677,D3879,3,3,1
752,I100678,D4619,3,3,1
753,I100679,D4619,3,3,1
754,I10068,D0512,3,3,1
755,I100680,D3879,3,3,1
757,I100682,D5882,3,3,2
758,I100683,D4619,3,3,1
759,I100684,D3879,3,3,1
760,I100685,D3879,3,3,1
761,I100686,D3879,3,3,1
762,I100687,D3879,3,3,1
763,I100688,D3879,3,3,1
764,I100689,D3879,3,3,1
765,I10069,D0557,3,3,0
766,I100690,D3879,3,3,1
767,I100691,D3879,3,3,1
768,I100692,D3879,3,3,1
769,I100693,D3879,3,3,1
770,I100694,D3879,3,3,1
771,I100695,D3879,3,3,1
772,I100696,D3879,3,3,1
773,I100697,D3879,3,3,1
774,I100698,D3879,3,3,1
775,I100699,D3879,3,3,1
776,I1007,D0059,3,3,0
777,I10070,D0557,3,3,0
778,I100700,D3879,3,3,1
779,I100701,D3879,3,3,1
780,I100702,D3879,3,3,1
781,I100703,D3879,3,3,1
782,I100704,D3879,3,3,1
783,I100705,D3879,3,3,1
784,I100706,D3879,3,3,1
785,I100707,D3879,3,3,1
786,I100708,D3879,3,3,1
787,I100709,D3879,3,3,1
789,I100710,D3879,3,3,1
791,I100712,D3879,3,3,1
792,I100713,D3879,3,3,1
793,I100714,D3879,3,3,1
794,I100715,D3879,3,3,1
795,I100716,D4404,3,3,1
796,I100717,D4404,3,3,1
799,I10072,D0569,3,3,1
807,I100727,D0599,3,3,2
808,I100728,D3879,3,3,1
809,I100729,D3879,3,3,1
810,I10073,D0569,3,3,1
813,I100732,D3719,3,3,1
814,I100733,D3719,3,3,1
815,I100734,D3719,3,3,1
820,I100739,D3879,3,3,1
821,I10074,D0569,3,3,1
825,I100743,D3897,3,3,1
826,I100744,D2292,3,3,1
827,I100745,D4624,3,3,0
828,I100746,D4644,3,3,0
829,I100747,D4644,3,3,0
830,I100748,D4120,3,3,2
832,I10075,D0569,3,3,1
833,I100750,D4120,3,3,2
835,I100752,D2292,3,3,0
841,I100758,D2014,3,3,2
842,I100759,D4236,3,3,2
843,I10076,D0569,3,3,1
844,I100760,D2264,3,3,2
846,I100762,D0040,3,3,1
847,I100763,D0040,3,3,1
848,I100764,D0040,3,3,1
849,I100765,D1817,3,3,2
850,I100766,D1755,3,3,1
852,I100768,D3171,3,3,1
853,I100769,D3879,3,3,1
854,I10077,D0569,3,3,1
855,I100770,D0083,3,3,1
857,I100772,D1650,3,3,2
858,I100773,D3879,3,3,1
862,I100777,D0990,3,3,1
864,I100779,D1832,3,3,1
865,I10078,D0569,3,3,1
866,I100780,D1462,3,3,2
867,I100781,D1462,3,3,2
868,I100782,D3729,3,3,1
869,I100783,D3729,3,3,0
872,I100786,D3729,3,3,1
874,I100788,D3757,3,3,1
875,I100789,D3757,3,3,1
876,I10079,D0569,3,3,1
881,I100794,D3757,3,3,1
884,I100797,D0700,3,3,2
885,I100798,D1649,3,3,2
886,I100799,D2798,3,3,1
887,I1008,D0045,3,3,0
888,I10080,D0569,3,3,1
889,I100800,D2798,3,3,1
890,I100801,D2300,3,3,1
893,I100804,D2411,3,3,1
894,I100805,D2411,3,3,1
896,I100807,D3284,3,3,1
897,I100808,D4586,3,3,1
898,I100809,D4586,3,3,0
900,I100810,D4586,3,3,1
905,I100815,D3909,3,3,1
908,I100818,D1795,3,3,0
909,I100819,D4192,3,3,0
914,I100823,D3403,3,3,2
915,I100824,D3403,3,3,2
916,I100825,D3403,3,3,2
917,I100826,D3422,3,3,2
918,I100827,D2011,3,3,1
920,I100829,D1649,3,3,2
923,I100831,D1411,3,3,1
924,I100832,D1411,3,3,1
925,I100833,D1411,3,3,1
926,I100834,D1411,3,3,1
928,I100836,D1287,3,3,1
929,I100837,D2011,3,3,1
930,I100838,D1411,3,3,1
931,I100839,D1411,3,3,1
933,I100840,D1411,3,3,1
934,I100841,D2011,3,3,1
935,I100842,D2011,3,3,1
936,I100843,D2011,3,3,1
938,I100845,D1411,3,3,1
939,I100846,D1411,3,3,1
940,I100847,D1411,3,3,1
941,I100848,D1411,3,3,1
942,I100849,D1411,3,3,1
945,I100851,D1411,3,3,1
946,I100852,D1411,3,3,1
949,I100855,D2033,3,3,2
950,I100856,D0309,3,3,1
951,I100857,D1411,3,3,1
952,I100858,D1411,3,3,1
953,I100859,D1411,3,3,1
955,I100860,D1411,3,3,1
956,I100861,D1411,3,3,1
957,I100862,D1411,3,3,1
958,I100863,D1411,3,3,1
959,I100864,D1411,3,3,1
961,I100866,D1411,3,3,1
962,I100867,D1411,3,3,1
963,I100868,D1411,3,3,1
964,I100869,D1411,3,3,1
966,I100870,D1411,3,3,1
967,I100871,D1411,3,3,1
968,I100872,D1411,3,3,1
969,I100873,D1411,3,3,1
970,I100874,D1411,3,3,1
971,I100875,D1411,3,3,1
972,I100876,D1411,3,3,1
973,I100877,D1411,3,3,1
974,I100878,D1411,3,3,1
975,I100879,D1411,3,3,1
977,I100880,D1411,3,3,1
978,I100881,D1287,3,3,2
979,I100882,D1900,3,3,1
980,I100883,D3520,3,3,1
981,I100884,D3520,3,3,1
982,I100885,D3520,3,3,1
983,I100886,D3520,3,3,1
984,I100887,D3520,3,3,1
985,I100888,D4742,3,3,2
986,I100889,D1900,3,3,1
987,I10089,D0578,3,3,0
988,I100890,D3216,3,3,1
991,I100893,D2150,3,3,0
992,I100894,D2150,3,3,0
993,I100895,D0613,3,3,1
994,I100896,D2231,3,3,2
998,I1009,D0060,3,3,1
999,I10090,D0578,3,3,0
1003,I100903,D4742,3,3,2
1004,I100904,D4742,3,3,2
1005,I100905,D4742,3,3,2
1006,I100906,D4742,3,3,2
1007,I100907,D4742,3,3,2
1008,I100908,D4742,3,3,2
1009,I100909,D4742,3,3,2
1010,I10091,D0578,3,3,0
1011,I100910,D4742,3,3,2
1012,I100911,D4742,3,3,2
1013,I100912,D4742,3,3,2
1014,I100913,D4742,3,3,2
1015,I100914,D2474,3,3,1
1016,I100915,D2475,3,3,2
1017,I100916,D4107,3,3,2
1018,I100917,D4107,3,3,2
1019,I100918,D4107,3,3,2
1020,I100919,D4107,3,3,2
1021,I10092,D0578,3,3,0
1022,I100920,D4107,3,3,2
1023,I100921,D1288,3,3,1
1024,I100922,D1462,3,3,2
1025,I100923,D4586,3,3,0
1026,I100924,D4586,3,3,2
1027,I100925,D2475,3,3,2
1028,I100926,D2475,3,3,2
1029,I100927,D4742,3,3,2
1030,I100928,D4069,3,3,1
1032,I10093,D0578,3,3,0
1034,I100931,D4017,3,3,1
1035,I100932,D4614,3,3,2
1036,I100933,D4742,3,3,2
1037,I100934,D4742,3,3,2
1038,I100935,D4742,3,3,2
1039,I100936,D0974,3,3,1
1040,I100937,D4742,3,3,2
1041,I100938,D1002,3,3,1
1042,I100939,D4405,3,3,1
1043,I10094,D0578,3,3,0
1044,I100940,D4405,3,3,1
1045,I100941,D4742,3,3,2
1046,I100942,D4405,3,3,1
1047,I100943,D4405,3,3,1
1048,I100944,D0613,3,3,1
1049,I100945,D4742,3,3,2
1050,I100946,D2343,3,3,2
1051,I100947,D4742,3,3,2
1052,I100948,D4742,3,3,2
1054,I10095,D0578,3,3,0
1065,I10096,D0553,3,3,2
1070,I100964,D4742,3,3,2
1071,I100965,D4742,3,3,2
1072,I100966,D4742,3,3,2
1073,I100967,D4742,3,3,2
1087,I10098,D0553,3,3,2
1098,I10099,D0553,3,3,2
1100,I100991,D4731,3,3,0
1103,I100994,D1409,3,3,2
1104,I100995,D1409,3,3,2
1105,I100996,D1409,3,3,2
1106,I100997,D4731,3,3,0
1107,I100998,D1409,3,3,2
1108,I100999,D4742,3,3,2
1109,I101,D0014,3,3,0
1111,I10100,D0553,3,3,2
1113,I101001,D4742,3,3,2
1114,I101002,D4742,3,3,2
1115,I101003,D4742,3,3,2
1116,I101004,D4107,3,3,2
1117,I101005,D4742,3,3,2
1118,I101006,D4742,3,3,2
1121,I101009,D1411,3,3,1
1123,I101010,D1411,3,3,1
1133,I10102,D0553,3,3,2
1140,I101026,D4621,3,3,2
1143,I101029,D4621,3,3,2
1145,I101030,D4621,3,3,2
1150,I101035,D4236,3,3,2
1151,I101036,D4236,3,3,2
1153,I101038,D4236,3,3,2
1155,I10104,D0553,3,3,2
1158,I101042,D1517,3,3,1
1161,I101045,D1462,3,3,2
1183,I101065,D1409,3,3,2
1184,I101066,D4530,3,3,1
1198,I101079,D0309,3,3,1
1207,I101087,D2162,3,3,2
1208,I101088,D2162,3,3,2
1217,I101096,D3636,3,3,0
1221,I1011,D0060,3,3,1
1225,I101102,D3171,3,3,1
1233,I10111,D0553,3,3,2
1244,I10112,D0553,3,3,2
1255,I10113,D0553,3,3,2
1257,I101131,D0815,3,3,2
1278,I101150,D3064,3,3,2
1279,I101151,D3064,3,3,2
1291,I101162,D4634,3,3,0
1294,I101165,D4634,3,3,1
1296,I101167,D3399,3,3,2
1300,I101170,D1289,3,3,2
1302,I101172,D4634,3,3,1
1306,I101176,D4331,3,3,2
1319,I101188,D2365,3,3,1
1320,I101189,D2365,3,3,1
1325,I101193,D1455,3,3,2
1331,I101199,D2356,3,3,2
1332,I1012,D0060,3,3,1
1335,I101201,D1455,3,3,2
1340,I101206,D3909,3,3,2
1351,I101216,D1769,3,3,2
1352,I101217,D1769,3,3,2
1353,I101218,D1769,3,3,2
1354,I101219,D1769,3,3,2
1356,I101220,D1769,3,3,2
1357,I101221,D4575,3,3,1
1358,I101222,D1769,3,3,2
1359,I101223,D1769,3,3,2
1363,I101227,D1769,3,3,2
1364,I101228,D1769,3,3,2
1367,I101230,D1769,3,3,2
1368,I101231,D1769,3,3,2
1370,I101233,D1769,3,3,2
1371,I101234,D1769,3,3,2
1372,I101235,D1769,3,3,2
1381,I101243,D0613,3,3,1
1385,I101247,D1755,3,3,1
1387,I101249,D3836,3,3,2
1395,I101256,D4742,3,3,2
1396,I101257,D4742,3,3,2
1397,I101258,D2789,3,3,2
1411,I101270,D4742,3,3,2
1423,I101281,D4742,3,3,2
1425,I101283,D1303,3,3,1
1429,I101287,D4742,3,3,2
1433,I101290,D4742,3,3,2
1435,I101292,D4742,3,3,2
1437,I101294,D4742,3,3,2
1439,I101296,D4590,3,3,2
1440,I101297,D4742,3,3,2
1441,I101298,D4590,3,3,2
1442,I101299,D4590,3,3,2
1443,I1013,D0060,3,3,1
1445,I101300,D4590,3,3,2
1446,I101301,D4590,3,3,2
1447,I101302,D4590,3,3,2
1448,I101303,D4590,3,3,2
1449,I101304,D4590,3,3,2
1451,I101306,D4590,3,3,2
1452,I101307,D4590,3,3,2
1453,I101308,D4742,3,3,2
1454,I101309,D4742,3,3,2
1458,I101312,D4742,3,3,2
1459,I101313,D4742,3,3,2
1460,I101314,D1614,3,3,2
1461,I101315,D4742,3,3,2
1464,I101318,D1617,3,3,2
1465,I101319,D1617,3,3,2
1467,I101320,D1617,3,3,2
1470,I101323,D1617,3,3,2
1480,I101332,D1310,3,3,1
1482,I101334,D2423,3,3,1
1484,I101336,D1488,3,3,2
1485,I101337,D4278,3,3,2
1489,I101340,D4571,3,3,1
1500,I101350,D1254,3,3,1
1501,I101351,D2006,3,3,2
1519,I101368,D4471,3,3,2
1520,I101369,D2254,3,3,1
1530,I101378,D4028,3,3,1
1531,I101379,D4028,3,3,1
1533,I101380,D4028,3,3,1
1534,I101381,D2812,3,3,1
1535,I101382,D1254,3,3,1
1537,I101384,D4640,3,3,0
1538,I101385,D4742,3,3,2
1539,I101386,D4640,3,3,0
1540,I101387,D4640,3,3,0
1542,I101389,D4640,3,3,0
1544,I101390,D4640,3,3,0
1547,I101393,D3879,3,3,1
1550,I101396,D3879,3,3,1
1554,I1014,D0060,3,3,1
1557,I101401,D3879,3,3,1
1561,I101405,D4062,3,3,1
1563,I101407,D0935,3,3,1
1564,I101408,D3879,3,3,1
1565,I101409,D1108,3,3,1
1567,I101410,D1409,3,3,2
1568,I101411,D1477,3,3,2
1580,I101423,D4437,3,3,2
1583,I101426,D2794,3,3,1
1585,I101428,D2794,3,3,1
1586,I101429,D2794,3,3,2
1589,I101431,D2794,3,3,2
1594,I101436,D4364,3,3,1
1596,I101438,D1642,3,3,2
1601,I101442,D4231,3,3,1
1606,I101447,D0796,3,3,2
1607,I101448,D0796,3,3,2
1608,I101449,D3284,3,3,1
1610,I101450,D0596,3,3,2
1611,I101451,D4471,3,3,1
1612,I101452,D4542,3,3,2
1615,I101455,D1917,3,3,2
1618,I101458,D2283,3,3,1
1622,I101461,D2283,3,3,1
1627,I101466,D4062,3,3,1
1629,I101468,D4742,3,3,2
1630,I101469,D4742,3,3,2
1638,I101476,D1985,3,3,0
1639,I101477,D0563,3,3,1
1646,I101483,D3889,3,3,2
1648,I101485,D4742,3,3,2
1649,I101486,D1254,3,3,1
1655,I101491,D4742,3,3,2
1659,I101495,D2298,3,3,2
1660,I101496,D3912,3,3,1
1661,I101497,D3912,3,3,1
1664,I1015,D0060,3,3,1
1666,I101500,D4317,3,3,2
1669,I101503,D4317,3,3,2
1671,I101505,D3970,3,3,2
1672,I101506,D3970,3,3,2
1677,I101510,D1210,3,3,1
1679,I101512,D4861,3,3,2
1680,I101513,D4861,3,3,2
1681,I101514,D4861,3,3,2
1682,I101515,D4192,3,3,0
1685,I101518,D1159,3,3,1
1689,I101521,D4742,3,3,2
1690,I101522,D0596,3,3,2
1691,I101523,D1488,3,3,2
1693,I101525,D1292,3,3,1
1695,I101527,D3298,3,3,1
1696,I101528,D3409,3,3,1
1705,I101536,D4561,3,3,2
1706,I101537,D1817,3,3,2
1707,I101538,D1817,3,3,2
1708,I101539,D1817,3,3,2
1710,I101540,D1817,3,3,2
1711,I101541,D2804,3,3,1
1712,I101542,D1817,3,3,2
1713,I101543,D2804,3,3,1
1714,I101544,D1817,3,3,2
1715,I101545,D1817,3,3,2
1716,I101546,D3463,3,3,0
1718,I101548,D3463,3,3,2
1719,I101549,D3752,3,3,2
1721,I101550,D4318,3,3,1
1723,I101552,D2410,3,3,1
1725,I101554,D4634,3,3,1
1726,I101555,D4634,3,3,1
1728,I101557,D4742,3,3,2
1729,I101558,D0848,3,3,1
1730,I101559,D4742,3,3,2
1732,I101560,D1488,3,3,2
1734,I101562,D4113,3,3,0
1736,I101564,D3520,3,3,1
1737,I101565,D4742,3,3,2
1738,I101566,D3520,3,3,1
1739,I101567,D3520,3,3,1
1740,I101568,D4152,3,3,0
1743,I101570,D4742,3,3,2
1745,I101572,D3345,3,3,0
1747,I101574,D3422,3,3,2
1752,I101579,D4628,3,3,0
1757,I101583,D1974,3,3,1
1758,I101584,D1974,3,3,1
1769,I101594,D4113,3,3,0
1774,I101599,D4628,3,3,0
1784,I101607,D4628,3,3,0
1786,I101609,D4628,3,3,0
1787,I10161,D0553,3,3,2
1792,I101614,D4231,3,3,0
1793,I101615,D4231,3,3,0
1796,I101618,D4231,3,3,0
1797,I101619,D4231,3,3,0
1799,I101620,D4231,3,3,0
1800,I101621,D4231,3,3,1
1801,I101622,D4231,3,3,0
1802,I101623,D4231,3,3,0
1805,I101626,D1002,3,3,1
1810,I101630,D2612,3,3,1
1812,I101632,D2612,3,3,0
1814,I101634,D4231,3,3,0
1820,I10164,D0553,3,3,1
1825,I101644,D4617,3,3,2
1827,I101646,D2231,3,3,2
1828,I101647,D2231,3,3,2
1840,I101658,D3399,3,3,2
1847,I101664,D1401,3,3,1
1848,I101665,D0985,3,3,0
1849,I101666,D0985,3,3,0
1851,I101668,D4060,3,3,1
1852,I101669,D2613,3,3,0
1856,I101672,D3422,3,3,2
1886,I1017,D0060,3,3,1
1930,I101739,D2475,3,3,1
1932,I101740,D3399,3,3,1
1935,I101743,D2410,3,3,1
1936,I101744,D2410,3,3,1
1939,I101747,D2410,3,3,1
1946,I101753,D0060,3,3,1
1947,I101754,D2613,3,3,1
1956,I101762,D2343,3,3,2
1962,I101768,D1673,3,3,1
1963,I101769,D4742,3,3,2
1965,I101770,D4742,3,3,2
1970,I101775,D3077,3,3,1
1982,I101786,D4317,3,3,2
1988,I101791,D4317,3,3,2
1992,I101795,D4317,3,3,2
1993,I101796,D0211,3,3,1
1995,I101798,D2733,3,3,2
1996,I101799,D4317,3,3,2
1997,I1018,D0060,3,3,1
1999,I101800,D0211,3,3,1
2001,I101802,D4530,3,3,2
2002,I101803,D4530,3,3,2
2003,I101804,D4530,3,3,1
2004,I101805,D4530,3,3,2
2005,I101806,D4530,3,3,2
2006,I101807,D2733,3,3,2
2010,I101810,D0045,3,3,2
2011,I101811,D4530,3,3,1
2012,I101812,D4530,3,3,1
2013,I101813,D4530,3,3,1
2014,I101814,D1779,3,3,1
2027,I101826,D2255,3,3,0
2028,I101827,D4442,3,3,1
2031,I10183,D0293,3,3,1
2038,I101836,D2998,3,3,2
2040,I101838,D2998,3,3,2
2043,I101840,D4028,3,3,1
2044,I101841,D2998,3,3,2
2045,I101842,D2998,3,3,2
2048,I101845,D2998,3,3,2
2049,I101846,D4202,3,3,1
2056,I101852,D4221,3,3,1
2057,I101853,D4221,3,3,1
