,id,academy_id,school_type,grade,status
515828,I91446,D4370,3,3,1
515829,I91447,D4370,3,3,1
515830,I91448,D4370,3,3,1
515832,I9145,D0526,3,3,0
515837,I91454,D4370,3,3,1
515839,I91456,D4370,3,3,0
515842,I91459,D4370,3,3,1
515843,I9146,D0502,3,3,0
515846,I91462,D2962,3,3,2
515849,I91465,D3459,3,3,0
515850,I91466,D1611,3,3,1
515851,I91467,D4342,3,3,2
515852,I91468,D3178,3,3,0
515854,I9147,D0502,3,3,0
515855,I91470,D4346,3,3,1
515856,I91471,D3178,3,3,0
515858,I91473,D3399,3,3,2
515860,I91475,D3795,3,3,1
515861,I91476,D3399,3,3,2
515865,I9148,D0424,3,3,2
515873,I91487,D1283,3,3,2
515875,I91489,D1614,3,3,2
515876,I9149,D0149,3,3,1
515877,I91490,D1283,3,3,2
515878,I91491,D1283,3,3,2
515879,I91492,D1283,3,3,2
515880,I91493,D1283,3,3,2
515881,I91494,D1283,3,3,2
515882,I91495,D4347,3,3,2
515883,I91496,D4333,3,3,1
515884,I91497,D4333,3,3,1
515885,I91498,D4333,3,3,1
515886,I91499,D4333,3,3,1
515887,I915,D0030,3,3,0
515888,I9150,D0502,3,3,0
515889,I91500,D4333,3,3,1
515890,I91501,D4333,3,3,1
515891,I91502,D4333,3,3,1
515892,I91503,D4333,3,3,1
515893,I91504,D4333,3,3,1
515895,I91506,D4333,3,3,1
515896,I91507,D4333,3,3,1
515897,I91508,D4333,3,3,1
515898,I91509,D4333,3,3,1
515899,I9151,D0502,3,3,0
515902,I91512,D1066,3,3,1
515903,I91513,D1066,3,3,1
515906,I91516,D2292,3,3,1
515907,I91517,D4361,3,3,0
515910,I9152,D0502,3,3,0
515912,I91521,D4213,3,3,0
515913,I91522,D4213,3,3,0
515914,I91523,D4213,3,3,0
515917,I91526,D4213,3,3,0
515918,I91527,D4213,3,3,0
515920,I91529,D3793,3,3,0
515921,I9153,D0502,3,3,0
515922,I91530,D3793,3,3,2
515923,I91531,D3793,3,3,2
515926,I91534,D3407,3,3,1
515927,I91535,D4107,3,3,2
515928,I91536,D4107,3,3,2
515929,I91537,D4107,3,3,2
515930,I91538,D4107,3,3,2
515931,I91539,D4107,3,3,2
515932,I9154,D0502,3,3,0
515933,I91540,D4107,3,3,2
515934,I91541,D4017,3,3,1
515935,I91542,D3321,3,3,1
515936,I91543,D3321,3,3,1
515937,I91544,D3321,3,3,1
515938,I91545,D3321,3,3,1
515939,I91546,D3321,3,3,1
515940,I91547,D1448,3,3,1
515942,I91549,D0985,3,3,0
515943,I9155,D0502,3,3,0
515944,I91550,D0985,3,3,0
515945,I91551,D4057,3,3,2
515946,I91552,D2066,3,3,0
515947,I91553,D2066,3,3,1
515948,I91554,D4018,3,3,1
515950,I91556,D2475,3,3,2
515952,I91558,D1548,3,3,1
515953,I91559,D3920,3,3,0
515954,I9156,D0278,3,3,1
515955,I91560,D1394,3,3,2
515957,I91562,D1596,3,3,1
515959,I91564,D2475,3,3,2
515961,I91566,D2475,3,3,2
515962,I91567,D0211,3,3,1
515963,I91568,D0919,3,3,2
515965,I9157,D0502,3,3,0
515966,I91570,D0919,3,3,2
515968,I91572,D2073,3,3,2
515969,I91573,D1283,3,3,2
515970,I91574,D4107,3,3,2
515971,I91575,D4107,3,3,2
515972,I91576,D4107,3,3,2
515973,I91577,D4107,3,3,2
515974,I91578,D4107,3,3,2
515975,I91579,D4107,3,3,2
515976,I9158,D0502,3,3,0
515977,I91580,D4107,3,3,2
515978,I91581,D4107,3,3,2
515979,I91582,D4107,3,3,2
515980,I91583,D4107,3,3,2
515981,I91584,D4107,3,3,2
515982,I91585,D4107,3,3,2
515984,I91587,D4344,3,3,2
515987,I9159,D0502,3,3,0
515989,I91591,D4152,3,3,1
515990,I91592,D4152,3,3,1
515998,I916,D0030,3,3,0
515999,I9160,D0502,3,3,0
516000,I91600,D4276,3,3,0
516001,I91601,D4276,3,3,0
516002,I91602,D4276,3,3,0
516003,I91603,D4276,3,3,0
516004,I91604,D4276,3,3,0
516005,I91605,D4276,3,3,1
516006,I91606,D4276,3,3,1
516007,I91607,D4276,3,3,1
516008,I91608,D4276,3,3,0
516009,I91609,D4276,3,3,0
516010,I9161,D0502,3,3,0
516011,I91610,D4276,3,3,0
516012,I91611,D4276,3,3,0
516013,I91612,D4276,3,3,1
516014,I91613,D4276,3,3,1
516015,I91614,D4276,3,3,1
516016,I91615,D1601,3,3,1
516017,I91616,D1254,3,3,1
516018,I91617,D1358,3,3,1
516020,I91619,D4340,3,3,0
516022,I91620,D2998,3,3,2
516023,I91621,D2998,3,3,2
516024,I91622,D3492,3,3,2
516025,I91623,D1425,3,3,0
516027,I91625,D0133,3,3,1
516028,I91626,D1601,3,3,1
516032,I9163,D0149,3,3,1
516033,I91630,D2483,3,3,1
516034,I91631,D0815,3,3,1
516036,I91633,D1302,3,3,2
516037,I91634,D2613,3,3,0
516044,I91640,D2892,3,3,2
516045,I91641,D2892,3,3,2
516046,I91642,D2892,3,3,2
516047,I91643,D2733,3,3,2
516048,I91644,D2011,3,3,1
516049,I91645,D2011,3,3,1
516053,I91649,D4192,3,3,1
516059,I91654,D1535,3,3,2
516082,I91675,D1795,3,3,0
516089,I91681,D3520,3,3,1
516090,I91682,D0909,3,3,1
516091,I91683,D3729,3,3,0
516095,I91687,D3365,3,3,1
516096,I91688,D3729,3,3,1
516100,I91691,D3729,3,3,1
516101,I91692,D3729,3,3,1
516104,I91695,D3729,3,3,1
516105,I91696,D3729,3,3,1
516106,I91697,D3729,3,3,1
516107,I91698,D3729,3,3,1
516108,I91699,D3729,3,3,0
516109,I917,D0030,3,3,0
516111,I91700,D3729,3,3,1
516113,I91702,D3729,3,3,1
516115,I91704,D3729,3,3,1
516126,I91714,D0018,3,3,1
516128,I91716,D3729,3,3,1
516130,I91718,D1409,3,3,2
516131,I91719,D2752,3,3,1
516133,I91720,D0560,3,3,0
516134,I91721,D0817,3,3,1
516135,I91722,D0817,3,3,1
516136,I91723,D4192,3,3,1
516137,I91724,D3911,3,3,2
516141,I91728,D2423,3,3,1
516145,I91731,D1488,3,3,2
516150,I91736,D4242,3,3,1
516152,I91738,D4242,3,3,1
516154,I9174,D0537,3,3,0
516159,I91744,D0960,3,3,1
516161,I91746,D2255,3,3,1
516162,I91747,D2255,3,3,0
516163,I91748,D0553,3,3,0
516164,I91749,D2255,3,3,0
516165,I9175,D0285,3,3,1
516166,I91750,D0553,3,3,0
516167,I91751,D2255,3,3,1
516170,I91754,D0560,3,3,0
516171,I91755,D0560,3,3,1
516173,I91757,D0560,3,3,0
516174,I91758,D1536,3,3,1
516175,I91759,D1536,3,3,2
516176,I9176,D0443,3,3,0
516179,I91762,D3548,3,3,1
516183,I91766,D4139,3,3,0
516184,I91767,D4139,3,3,0
516187,I9177,D0443,3,3,1
516192,I91774,D3683,3,3,2
516194,I91776,D2255,3,3,1
516205,I91786,D2410,3,3,1
516207,I91788,D1394,3,3,2
516210,I91790,D2162,3,3,2
516213,I91793,D3376,3,3,1
516218,I91798,D3062,3,3,0
516220,I918,D0030,3,3,0
516222,I91800,D1408,3,3,2
516227,I91805,D3365,3,3,1
516229,I91807,D1408,3,3,2
516230,I91808,D4337,3,3,0
516231,I91809,D4350,3,3,0
516232,I9181,D0149,3,3,1
516233,I91810,D0560,3,3,0
516234,I91811,D0560,3,3,1
516236,I91813,D0560,3,3,1
516241,I91818,D4265,3,3,0
516242,I91819,D4345,3,3,2
516243,I9182,D0524,3,3,0
516246,I91822,D1773,3,3,1
516247,I91823,D3683,3,3,2
516248,I91824,D3683,3,3,2
516249,I91825,D1303,3,3,1
516251,I91827,D3448,3,3,2
516252,I91828,D1254,3,3,1
516253,I91829,D3677,3,3,1
516254,I9183,D0524,3,3,0
516259,I91834,D1770,3,3,1
516262,I91837,D1915,3,3,2
516263,I91838,D3751,3,3,1
516264,I91839,D0070,3,3,1
516265,I9184,D0524,3,3,0
516268,I91842,D0560,3,3,0
516269,I91843,D3320,3,3,2
516270,I91844,D3350,3,3,1
516271,I91845,D3320,3,3,2
516272,I91846,D2227,3,3,2
516275,I91849,D1694,3,3,1
516276,I9185,D0524,3,3,1
516281,I91854,D0642,3,3,2
516282,I91855,D0642,3,3,2
516284,I91857,D1409,3,3,2
516287,I9186,D0524,3,3,0
516292,I91864,D0642,3,3,2
516294,I91866,D4317,3,3,2
516298,I9187,D0524,3,3,0
516299,I91870,D3399,3,3,2
516300,I91871,D3399,3,3,2
516301,I91872,D4317,3,3,2
516302,I91873,D4192,3,3,0
516303,I91874,D0902,3,3,2
516304,I91875,D4317,3,3,2
516305,I91876,D0902,3,3,2
516306,I91877,D3836,3,3,2
516307,I91878,D0902,3,3,2
516309,I9188,D0524,3,3,0
516311,I91881,D0902,3,3,2
516313,I91883,D0902,3,3,2
516320,I9189,D0524,3,3,1
516322,I91891,D0560,3,3,1
516329,I91898,D0563,3,3,1
516331,I919,D0030,3,3,0
516332,I9190,D0524,3,3,0
516333,I91900,D1926,3,3,0
516334,I91901,D3979,3,3,2
516335,I91902,D0935,3,3,1
516336,I91903,D2799,3,3,1
516340,I91907,D3912,3,3,1
516341,I91908,D3912,3,3,1
516343,I9191,D0524,3,3,0
516344,I91910,D2410,3,3,1
516345,I91911,D0642,3,3,2
516347,I91913,D2612,3,3,1
516348,I91914,D1947,3,3,2
516349,I91915,D3352,3,3,1
516350,I91916,D3352,3,3,1
516351,I91917,D1447,3,3,1
516352,I91918,D4206,3,3,2
516353,I91919,D4359,3,3,0
516354,I9192,D0524,3,3,0
516355,I91920,D1488,3,3,2
516363,I91928,D2374,3,3,1
516365,I9193,D0524,3,3,0
516367,I91931,D2374,3,3,1
516370,I91934,D1653,3,3,1
516376,I9194,D0524,3,3,0
516377,I91940,D1409,3,3,0
516381,I91944,D3492,3,3,2
516382,I91945,D0902,3,3,2
516383,I91946,D0902,3,3,2
516384,I91947,D0902,3,3,2
516385,I91948,D0886,3,3,0
516387,I9195,D0524,3,3,0
516388,I91950,D2148,3,3,2
516391,I91953,D1773,3,3,1
516392,I91954,D2255,3,3,0
516393,I91955,D1522,3,3,2
516394,I91956,D4360,3,3,1
516395,I91957,D0022,3,3,1
516396,I91958,D4128,3,3,0
516397,I91959,D0022,3,3,1
516398,I9196,D0524,3,3,0
516399,I91960,D2347,3,3,2
516400,I91961,D2011,3,3,1
516409,I9197,D0524,3,3,0
516419,I91979,D3548,3,3,1
516420,I9198,D0524,3,3,0
516421,I91980,D3548,3,3,1
516422,I91981,D3548,3,3,1
516423,I91982,D3548,3,3,1
516424,I91983,D3548,3,3,1
516425,I91984,D3548,3,3,1
516426,I91985,D3548,3,3,1
516427,I91986,D3548,3,3,1
516428,I91987,D3548,3,3,1
516429,I91988,D3548,3,3,1
516430,I91989,D3548,3,3,1
516431,I9199,D0524,3,3,0
516432,I91990,D3548,3,3,1
516434,I91992,D3548,3,3,1
516435,I91993,D3548,3,3,1
516442,I92,D0007,3,3,1
516443,I920,D0030,3,3,0
516444,I9200,D0524,3,3,0
516448,I92003,D1033,3,3,2
516449,I92004,D2298,3,3,2
516452,I92007,D4166,3,3,0
516455,I9201,D0524,3,3,0
516457,I92011,D2227,3,3,2
516464,I92018,D4343,3,3,1
516466,I9202,D0524,3,3,0
516468,I92021,D1409,3,3,2
516470,I92023,D1409,3,3,2
516471,I92024,D1900,3,3,1
516472,I92025,D4384,3,3,0
516473,I92026,D4107,3,3,2
516475,I92028,D4372,3,3,1
516480,I92032,D2798,3,3,1
516481,I92033,D2798,3,3,0
516488,I9204,D0157,3,3,1
516491,I92042,D3840,3,3,2
516497,I92048,D3399,3,3,2
516498,I92049,D3399,3,3,2
516500,I92050,D3399,3,3,1
516501,I92051,D3399,3,3,2
516502,I92052,D3399,3,3,2
516503,I92053,D3399,3,3,1
516504,I92054,D3399,3,3,1
516505,I92055,D3399,3,3,1
516506,I92056,D3399,3,3,1
516507,I92057,D3399,3,3,1
516514,I92063,D2006,3,3,2
516519,I92068,D1815,3,3,1
516520,I92069,D3729,3,3,1
516523,I92071,D3729,3,3,1
516524,I92072,D3729,3,3,1
516525,I92073,D3729,3,3,1
516526,I92074,D2756,3,3,1
516527,I92075,D3729,3,3,1
516528,I92076,D2522,3,3,2
516530,I92078,D4372,3,3,1
516531,I92079,D4372,3,3,1
516533,I92080,D4372,3,3,1
516534,I92081,D4372,3,3,0
516535,I92082,D4372,3,3,1
516536,I92083,D4372,3,3,1
516537,I92084,D4372,3,3,0
516538,I92085,D4372,3,3,1
516539,I92086,D4372,3,3,1
516540,I92087,D4372,3,3,1
516541,I92088,D4372,3,3,1
516542,I92089,D4372,3,3,0
516544,I92090,D4372,3,3,0
516545,I92091,D4372,3,3,1
516546,I92092,D4372,3,3,1
516547,I92093,D1343,3,3,2
516554,I921,D0030,3,3,0
516557,I92101,D1817,3,3,2
516566,I9211,D0509,3,3,0
516567,I92110,D2255,3,3,0
516575,I92118,D3365,3,3,1
516577,I9212,D0289,3,3,2
516584,I92126,D2356,3,3,2
516589,I92130,D0083,3,3,1
516590,I92131,D0083,3,3,1
516596,I92137,D2410,3,3,1
516598,I92139,D2255,3,3,0
516600,I92140,D2125,3,3,1
516604,I92144,D4366,3,3,0
516605,I92145,D2815,3,3,1
516607,I92147,D2072,3,3,2
516608,I92148,D1755,3,3,1
516609,I92149,D3399,3,3,2
516610,I9215,D0307,3,3,1
516612,I92151,D3859,3,3,1
516617,I92156,D3993,3,3,1
516618,I92157,D3993,3,3,1
516619,I92158,D0117,3,3,1
516621,I9216,D0307,3,3,0
516624,I92162,D2220,3,3,2
516625,I92163,D1488,3,3,2
516628,I92166,D0836,3,3,2
516629,I92167,D1865,3,3,0
516631,I92169,D1865,3,3,0
516632,I9217,D0307,3,3,1
516633,I92170,D1865,3,3,1
516634,I92171,D1865,3,3,1
516635,I92172,D1865,3,3,1
516636,I92173,D1865,3,3,1
516637,I92174,D1865,3,3,1
516638,I92175,D1865,3,3,1
516639,I92176,D1865,3,3,1
516640,I92177,D1865,3,3,1
516641,I92178,D1865,3,3,0
516642,I92179,D1865,3,3,1
516643,I9218,D0307,3,3,0
516645,I92181,D1865,3,3,1
516646,I92182,D1865,3,3,1
516647,I92183,D2041,3,3,2
516648,I92184,D1865,3,3,0
516649,I92185,D1865,3,3,0
516650,I92186,D1865,3,3,0
516651,I92187,D1865,3,3,1
516653,I92189,D1865,3,3,0
516654,I9219,D0223,3,3,1
516659,I92194,D0967,3,3,1
516660,I92195,D0967,3,3,2
516661,I92196,D0967,3,3,1
516662,I92197,D3255,3,3,2
516663,I92198,D0967,3,3,2
516664,I92199,D0967,3,3,2
516665,I922,D0030,3,3,0
516666,I9220,D0223,3,3,1
516667,I92200,D2410,3,3,1
516677,I9221,D0547,3,3,0
516681,I92213,D2424,3,3,2
516684,I92216,D4120,3,3,2
516686,I92218,D4274,3,3,2
516687,I92219,D1096,3,3,2
516688,I9222,D0549,3,3,0
516689,I92220,D4057,3,3,1
516690,I92221,D2410,3,3,1
516691,I92222,D1981,3,3,2
516694,I92225,D4305,3,3,0
516695,I92226,D0501,3,3,1
516699,I9223,D0549,3,3,0
516703,I92233,D4265,3,3,1
516705,I92235,D2789,3,3,2
516706,I92236,D4019,3,3,0
516707,I92237,D4019,3,3,1
516708,I92238,D3833,3,3,0
516710,I9224,D0549,3,3,0
516716,I92245,D3422,3,3,2
516720,I92249,D3323,3,3,1
516721,I9225,D0404,3,3,2
516722,I92250,D4317,3,3,2
516723,I92251,D4323,3,3,0
516725,I92253,D3350,3,3,1
516726,I92254,D0642,3,3,2
516728,I92256,D3733,3,3,1
516730,I92258,D3636,3,3,0
516731,I92259,D3909,3,3,1
516732,I9226,D0404,3,3,2
516734,I92261,D2613,3,3,1
516735,I92262,D2085,3,3,1
516736,I92263,D4372,3,3,1
516737,I92264,D3255,3,3,2
516738,I92265,D4372,3,3,1
516739,I92266,D2796,3,3,2
516740,I92267,D4305,3,3,0
516742,I92269,D0967,3,3,1
516743,I9227,D0508,3,3,2
516745,I92271,D1785,3,3,2
516747,I92273,D1302,3,3,2
516748,I92274,D1302,3,3,2
516750,I92276,D2194,3,3,2
516751,I92277,D0276,3,3,1
516752,I92278,D2365,3,3,1
516754,I9228,D0523,3,3,0
516757,I92282,D3390,3,3,1
516758,I92283,D1596,3,3,1
516759,I92284,D4305,3,3,0
516760,I92285,D4305,3,3,0
516762,I92287,D3345,3,3,0
516763,I92288,D3514,3,3,0
516764,I92289,D0897,3,3,1
516765,I9229,D0547,3,3,0
516766,I92290,D0897,3,3,1
516767,I92291,D0622,3,3,2
516769,I92293,D0574,3,3,1
516770,I92294,D2475,3,3,2
516771,I92295,D1536,3,3,1
516772,I92296,D1536,3,3,1
516773,I92297,D1536,3,3,1
516777,I9230,D0547,3,3,0
516778,I92300,D1770,3,3,1
516779,I92301,D1536,3,3,1
516781,I92303,D3909,3,3,1
516784,I92306,D0985,3,3,0
516785,I92307,D0985,3,3,0
516786,I92308,D4374,3,3,0
516787,I92309,D2424,3,3,2
516788,I9231,D0474,3,3,1
516799,I9232,D0547,3,3,0
516810,I9233,D0547,3,3,0
516815,I92334,D4329,3,3,2
516816,I92335,D4329,3,3,2
516817,I92336,D4329,3,3,2
516818,I92337,D4329,3,3,2
516819,I92338,D4329,3,3,0
516820,I92339,D4329,3,3,2
516822,I92340,D4329,3,3,2
516823,I92341,D1540,3,3,2
516824,I92342,D4364,3,3,2
516826,I92344,D3729,3,3,1
516831,I92349,D0950,3,3,2
516832,I9235,D0348,3,3,0
516833,I92350,D0950,3,3,2
516834,I92351,D0950,3,3,2
516845,I92361,D4236,3,3,2
516846,I92362,D4236,3,3,2
516847,I92363,D4016,3,3,0
516849,I92365,D4016,3,3,1
516851,I92367,D2748,3,3,1
516852,I92368,D3365,3,3,1
516856,I92371,D0815,3,3,1
516857,I92372,D1944,3,3,1
516858,I92373,D1944,3,3,1
516859,I92374,D1944,3,3,1
516860,I92375,D1944,3,3,1
516861,I92376,D1944,3,3,1
516862,I92377,D1944,3,3,1
516863,I92378,D4047,3,3,2
516865,I9238,D0122,3,3,1
516867,I92381,D2006,3,3,2
516870,I92384,D2891,3,3,0
516876,I9239,D0474,3,3,1
516877,I92390,D2077,3,3,1
516878,I92391,D4152,3,3,1
516883,I92396,D1144,3,3,1
516884,I92397,D2011,3,3,1
516885,I92398,D2756,3,3,1
516886,I92399,D3273,3,3,2
516887,I924,D0030,3,3,0
516888,I9240,D0536,3,3,1
516889,I92400,D3889,3,3,2
516890,I92401,D4320,3,3,1
516891,I92402,D1488,3,3,2
516892,I92403,D4343,3,3,1
516896,I92407,D2442,3,3,0
516898,I92409,D0975,3,3,0
516899,I9241,D0536,3,3,1
516900,I92410,D0975,3,3,0
516910,I9242,D0536,3,3,1
516919,I92428,D1426,3,3,1
516920,I92429,D1066,3,3,1
516921,I9243,D0536,3,3,1
516929,I92437,D3655,3,3,0
516931,I92439,D0501,3,3,1
516932,I9244,D0548,3,3,0
516933,I92440,D0501,3,3,1
516934,I92441,D2365,3,3,2
516935,I92442,D2365,3,3,2
516936,I92443,D2365,3,3,2
516937,I92444,D2365,3,3,1
516938,I92445,D2365,3,3,2
516939,I92446,D2365,3,3,2
516940,I92447,D2365,3,3,1
516941,I92448,D1545,3,3,1
516942,I92449,D1545,3,3,1
516943,I9245,D0501,3,3,1
516952,I92458,D1968,3,3,1
516954,I9246,D0501,3,3,1
516956,I92461,D2263,3,3,1
516957,I92462,D3636,3,3,0
516958,I92463,D3636,3,3,0
516959,I92464,D1777,3,3,1
516960,I92465,D3636,3,3,0
516961,I92466,D3636,3,3,0
516965,I9247,D0501,3,3,1
516970,I92474,D1917,3,3,2
516973,I92477,D1123,3,3,2
516974,I92478,D1773,3,3,1
516976,I9248,D0501,3,3,1
516979,I92482,D0463,3,3,0
516981,I92484,D0312,3,3,0
516982,I92485,D4306,3,3,2
516983,I92486,D2011,3,3,1
516984,I92487,D2011,3,3,1
516985,I92488,D4379,3,3,2
516987,I9249,D0501,3,3,1
516989,I92491,D2520,3,3,1
516991,I92493,D3129,3,3,1
516992,I92494,D2011,3,3,1
516993,I92495,D4139,3,3,0
516999,I9250,D0033,3,3,2
517002,I92502,D0501,3,3,1
517003,I92503,D1636,3,3,1
517004,I92504,D3602,3,3,2
517006,I92506,D2796,3,3,2
517007,I92507,D0830,3,3,0
517008,I92508,D0830,3,3,0
517009,I92509,D0830,3,3,0
517010,I9251,D0133,3,3,1
517011,I92510,D0830,3,3,0
517012,I92511,D0830,3,3,0
517013,I92512,D0830,3,3,0
517014,I92513,D2036,3,3,1
517020,I92519,D3255,3,3,2
517021,I9252,D0133,3,3,1
517024,I92522,D1283,3,3,2
517026,I92524,D2125,3,3,1
517027,I92525,D0033,3,3,2
517028,I92526,D0602,3,3,2
517029,I92527,D4305,3,3,0
517030,I92528,D3230,3,3,2
517031,I92529,D4379,3,3,2
517032,I9253,D0133,3,3,1
517033,I92530,D0939,3,3,2
517041,I92539,D2878,3,3,1
517044,I92541,D1931,3,3,2
517045,I92542,D3757,3,3,1
517046,I92543,D2966,3,3,2
517047,I92544,D4305,3,3,0
517053,I9255,D0479,3,3,2
517056,I92552,D1785,3,3,2
517058,I92554,D4378,3,3,2
517067,I92562,D2120,3,3,1
517068,I92563,D1394,3,3,2
517069,I92564,D4378,3,3,2
517071,I92566,D0642,3,3,2
517072,I92567,D1636,3,3,1
517075,I9257,D0479,3,3,2
517076,I92570,D1409,3,3,2
517077,I92571,D1409,3,3,2
517078,I92572,D1409,3,3,2
517079,I92573,D3412,3,3,1
517080,I92574,D4256,3,3,2
517081,I92575,D4256,3,3,2
517082,I92576,D4256,3,3,2
517086,I9258,D0479,3,3,2
517087,I92580,D1737,3,3,2
517088,I92581,D3403,3,3,2
517092,I92585,D0133,3,3,1
517093,I92586,D0133,3,3,1
517094,I92587,D3733,3,3,1
517095,I92588,D0133,3,3,1
517096,I92589,D2998,3,3,2
517097,I9259,D0532,3,3,2
517098,I92590,D2998,3,3,1
517100,I92592,D2998,3,3,2
517101,I92593,D1033,3,3,2
517104,I92596,D4305,3,3,0
517106,I92598,D4305,3,3,0
517107,I92599,D3320,3,3,2
517109,I9260,D0532,3,3,2
517114,I92604,D1469,3,3,0
517120,I9261,D0532,3,3,2
517121,I92610,D0312,3,3,0
517123,I92612,D0312,3,3,0
517124,I92613,D0312,3,3,1
517131,I9262,D0532,3,3,2
517137,I92625,D1535,3,3,2
517142,I9263,D0532,3,3,2
517146,I92633,D2197,3,3,1
517147,I92634,D3548,3,3,1
517148,I92635,D3548,3,3,1
517149,I92636,D3548,3,3,1
517151,I92638,D2818,3,3,2
517153,I9264,D0532,3,3,2
517155,I92641,D0555,3,3,2
517156,I92642,D4383,3,3,0
517157,I92643,D3729,3,3,1
517158,I92644,D3729,3,3,1
517159,I92645,D3729,3,3,1
517160,I92646,D3729,3,3,1
517161,I92647,D1066,3,3,1
517164,I9265,D0532,3,3,2
517166,I92651,D1273,3,3,1
517169,I92654,D4385,3,3,2
517170,I92655,D4378,3,3,2
517173,I92659,D3503,3,3,2
517174,I9266,D0538,3,3,2
517175,I92660,D3729,3,3,1
517176,I92661,D4378,3,3,2
517177,I92662,D3729,3,3,1
517182,I92667,D1144,3,3,1
517184,I92669,D4019,3,3,1
517185,I9267,D0501,3,3,1
517187,I92671,D4019,3,3,1
517188,I92672,D4019,3,3,1
517189,I92673,D4019,3,3,1
517190,I92674,D4019,3,3,1
517191,I92675,D4019,3,3,1
517192,I92676,D3943,3,3,0
517193,I92677,D2798,3,3,1
517194,I92678,D2798,3,3,1
517196,I9268,D0501,3,3,1
517197,I92680,D0033,3,3,0
517199,I92682,D1865,3,3,1
517202,I92685,D1488,3,3,2
517207,I9269,D0501,3,3,1
517208,I92690,D1036,3,3,1
517209,I92691,D4113,3,3,0
517210,I92692,D3688,3,3,1
517211,I92693,D4113,3,3,2
517214,I92696,D1917,3,3,2
517217,I92699,D3978,3,3,1
517218,I927,D0053,3,3,0
517219,I9270,D0501,3,3,1
517220,I92700,D0418,3,3,2
517221,I92701,D3004,3,3,1
517222,I92702,D1767,3,3,1
517224,I92704,D0418,3,3,2
517229,I92709,D4378,3,3,2
517230,I9271,D0501,3,3,1
517231,I92710,D0418,3,3,2
517232,I92711,D2505,3,3,2
517234,I92713,D2646,3,3,2
517236,I92715,D1310,3,3,1
517237,I92716,D2011,3,3,1
517238,I92717,D1594,3,3,2
517241,I9272,D0501,3,3,1
517242,I92720,D1649,3,3,2
517243,I92721,D0635,3,3,1
517252,I9273,D0278,3,3,1
517255,I92732,D3463,3,3,2
517257,I92734,D2343,3,3,2
517258,I92735,D4181,3,3,2
517261,I92738,D2365,3,3,1
517262,I92739,D3463,3,3,2
517263,I9274,D0278,3,3,0
517264,I92740,D2365,3,3,1
517267,I92743,D4374,3,3,0
517268,I92744,D3463,3,3,2
517271,I92747,D3463,3,3,2
517272,I92748,D3463,3,3,0
517273,I92749,D4390,3,3,0
517274,I9275,D0547,3,3,0
517275,I92750,D4374,3,3,0
517276,I92751,D4390,3,3,0
517277,I92752,D4390,3,3,0
517278,I92753,D4390,3,3,0
517279,I92754,D4374,3,3,0
517280,I92755,D4390,3,3,0
517282,I92757,D4390,3,3,0
517283,I92758,D0622,3,3,2
517285,I9276,D0547,3,3,0
517286,I92760,D2720,3,3,1
517288,I92762,D0622,3,3,2
517289,I92763,D4390,3,3,0
517290,I92764,D4374,3,3,0
517291,I92765,D4390,3,3,0
517292,I92766,D4390,3,3,0
517293,I92767,D4390,3,3,0
517294,I92768,D4390,3,3,0
517295,I92769,D4390,3,3,0
517296,I9277,D0547,3,3,0
517297,I92770,D4374,3,3,0
517298,I92771,D4390,3,3,0
517300,I92773,D4390,3,3,0
517301,I92774,D4390,3,3,0
517302,I92775,D4390,3,3,0
517303,I92776,D4390,3,3,0
517304,I92777,D4374,3,3,0
517305,I92778,D4374,3,3,0
517306,I92779,D2646,3,3,2
517307,I9278,D0479,3,3,2
517310,I92782,D4374,3,3,0
517311,I92783,D4374,3,3,0
517312,I92784,D4374,3,3,1
517314,I92786,D4374,3,3,0
517315,I92787,D4374,3,3,0
517316,I92788,D4374,3,3,0
517317,I92789,D4374,3,3,1
517320,I92791,D4081,3,3,1
517323,I92794,D4399,3,3,1
517325,I92796,D0950,3,3,2
517326,I92797,D0950,3,3,2
517329,I928,D0053,3,3,0
517330,I9280,D0022,3,3,1
517333,I92802,D0498,3,3,2
517337,I92806,D2512,3,3,1
517338,I92807,D2512,3,3,1
517341,I9281,D0022,3,3,1
517343,I92811,D0033,3,3,2
517344,I92812,D1557,3,3,1
517345,I92813,D1557,3,3,1
517346,I92814,D1557,3,3,1
517349,I92817,D1557,3,3,1
517350,I92818,D1557,3,3,1
517351,I92819,D1557,3,3,1
517352,I9282,D0164,3,3,0
517353,I92820,D1557,3,3,1
517354,I92821,D1703,3,3,2
517356,I92823,D2505,3,3,1
517357,I92824,D2812,3,3,1
517362,I92829,D0960,3,3,1
517363,I9283,D0265,3,3,0
517365,I92831,D1636,3,3,1
517367,I92833,D1039,3,3,1
517368,I92834,D1773,3,3,1
517371,I92837,D3912,3,3,1
517372,I92838,D3912,3,3,1
517374,I9284,D0547,3,3,1
517375,I92840,D4378,3,3,2
517385,I9285,D0536,3,3,1
517396,I9286,D0536,3,3,1
517399,I92862,D4239,3,3,2
517401,I92864,D4239,3,3,2
517402,I92865,D4239,3,3,2
517403,I92866,D4239,3,3,2
517404,I92867,D4239,3,3,2
517416,I92878,D0040,3,3,1
517417,I92879,D3688,3,3,1
517418,I9288,D0495,3,3,1
517420,I92881,D0124,3,3,2
517423,I92884,D4378,3,3,2
517424,I92885,D4378,3,3,2
517425,I92886,D4378,3,3,2
